gameid,side,teamname,teamid,result,firstblood,team kpm,firstdragon,firstherald,firstbaron,firsttower
LOLTMNT02_21639,Blue,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,1,1.0,0.6107,1.0,1.0,1.0,0.0
LOLTMNT02_21639,Red,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,0,0.0,0.4198,0.0,0.0,0.0,1.0
LOLTMNT02_22648,Blue,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,0,1.0,0.3706,1.0,1.0,0.0,0.0
LOLTMNT02_22648,Red,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,1,0.0,0.525,0.0,0.0,1.0,1.0
LOLTMNT02_21656,Blue,DRX Challengers,oe:team:55b3d6b2c940afa4e24978c55dfea27,1,1.0,1.0714,1.0,1.0,1.0,1.0
LOLTMNT02_21656,Red,Gen.G Global Academy,oe:team:4c9dd0212552afe76315b616b7891f5,0,0.0,0.2143,0.0,0.0,0.0,0.0
LOLTMNT02_21688,Blue,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,0.0,0.1027,0.0,1.0,0.0,0.0
LOLTMNT02_21688,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.5137,1.0,0.0,1.0,1.0
LOLTMNT02_21701,Blue,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,0.0,0.2044,0.0,0.0,0.0,1.0
LOLTMNT02_21701,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.3322,1.0,1.0,1.0,0.0
LOLTMNT02_22739,Blue,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,0.0,0.4352,0.0,1.0,1.0,1.0
LOLTMNT02_22739,Red,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,0,1.0,0.2901,1.0,0.0,0.0,0.0
LOLTMNT02_22767,Blue,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,0,1.0,0.3394,0.0,1.0,0.0,0.0
LOLTMNT02_22767,Red,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,0.0,1.0182,1.0,0.0,1.0,1.0
LOLTMNT02_22940,Blue,Ramboot Club,oe:team:d17ce7a4192b52f8e1daf94c381c75f,1,1.0,0.6791,0.0,0.0,1.0,1.0
LOLTMNT02_22940,Red,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,0,0.0,0.2397,1.0,1.0,0.0,0.0
LOLTMNT02_21947,Blue,Eintracht Spandau,oe:team:980ab072663574c2e4fca71f275d302,0,1.0,0.239,0.0,0.0,0.0,1.0
LOLTMNT02_21947,Red,SK Gaming Prime,oe:team:aa8c3b781d96ddb7a24ab3240918988,1,0.0,0.8537,1.0,1.0,1.0,0.0
LOLTMNT01_31613,Blue,Team du Sud,oe:team:1dc6411295a36bd29c29b1096ba859d,0,0.0,0.4106,0.0,1.0,1.0,1.0
LOLTMNT01_31613,Red,Karmine Corp Blue,oe:team:42bf6c1040db8f2221ff017fa4d34e4,1,1.0,0.5556,1.0,0.0,0.0,0.0
LOLTMNT02_22976,Blue,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,1.0,0.9186,0.0,1.0,1.0,1.0
LOLTMNT02_22976,Red,Guasones,oe:team:91c35185025768de7d8aa448933f56c,0,0.0,0.4593,1.0,0.0,0.0,0.0
LOLTMNT02_23004,Blue,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,0,0.0,0.4079,0.0,1.0,0.0,1.0
LOLTMNT02_23004,Red,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,1.0,0.91,1.0,0.0,1.0,0.0
LOLTMNT01_32644,Blue,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,0,1.0,0.2277,0.0,0.0,0.0,1.0
LOLTMNT01_32644,Red,Vitality.Bee,oe:team:ccd089bf173a5fff1063eb0576201a7,1,0.0,0.797,1.0,1.0,1.0,0.0
LOLTMNT02_24001,Blue,GIANTX Pride,oe:team:1027c6e0b1984a79fdd7be04072b547,0,1.0,0.4161,0.0,1.0,1.0,1.0
LOLTMNT02_24001,Red,Rebels Gaming,oe:team:60411922d8062ecea0c728af9c876a0,1,0.0,0.4716,1.0,0.0,0.0,0.0
LOLTMNT02_23024,Blue,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,1,1.0,0.738,1.0,1.0,1.0,0.0
LOLTMNT02_23024,Red,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,0,0.0,0.3209,0.0,0.0,0.0,1.0
LOLTMNT01_31665,Blue,BK ROG Esports,oe:team:c40f6d0d20a7a718c60342e48c144a2,1,1.0,0.6483,1.0,1.0,1.0,1.0
LOLTMNT01_31665,Red,Team GO,oe:team:8d538207b9de9d20e1a525aae593515,0,0.0,0.3831,0.0,0.0,0.0,0.0
LOLTMNT02_23050,Blue,Case Esports,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,0,0.0,0.4548,0.0,0.0,0.0,0.0
LOLTMNT02_23050,Red,Los Heretics,oe:team:2dfc66b98002c5afad2a98dbf86e350,1,1.0,0.4263,1.0,1.0,1.0,1.0
LOLTMNT02_23051,Blue,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,1,1.0,0.6236,1.0,1.0,1.0,1.0
LOLTMNT02_23051,Red,MOUZ NXT,oe:team:7c4854374e4daa6b00206eb922359a9,0,0.0,0.3282,0.0,0.0,0.0,0.0
LOLTMNT01_32688,Blue,Solary,oe:team:90938c428db11f6e372f5c6833b9743,0,0.0,0.1757,0.0,1.0,0.0,0.0
LOLTMNT01_32688,Red,Aegis,oe:team:e3a29387c70230d76837b86c2aefd14,1,1.0,0.3807,1.0,0.0,1.0,1.0
LOLTMNT02_24037,Blue,UCAM Esports,oe:team:746e6715fc4295c54954be5efc385af,1,0.0,0.687,0.0,1.0,1.0,0.0
LOLTMNT02_24037,Red,Barça eSports,oe:team:2d1b8a518ba70fe8352fb0fdd8aec1a,0,1.0,0.2617,1.0,0.0,0.0,1.0
LOLTMNT02_23065,Blue,Austrian Force willhaben,oe:team:a1934e3feca7db728021f9c61a6bc27,1,1.0,0.6468,1.0,1.0,0.0,0.0
LOLTMNT02_23065,Red,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,0,0.0,0.1848,0.0,0.0,1.0,1.0
LOLTMNT01_32709,Blue,Team BDS Academy,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1,1.0,0.4692,0.0,1.0,0.0,0.0
LOLTMNT01_32709,Red,Gentle Mates,oe:team:d2c27cb51cedbbac1752f1ec81addc4,0,0.0,0.2085,1.0,0.0,1.0,1.0
LOLTMNT03_31582,Blue,Leviatan,oe:team:53ef3d5a3ac5d88bc000eff7d87aeb3,1,1.0,0.6393,1.0,1.0,1.0,1.0
LOLTMNT03_31582,Red,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,0,0.0,0.1918,0.0,0.0,0.0,0.0
LOLTMNT03_32525,Blue,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,0,0.0,0.1568,1.0,0.0,0.0,0.0
LOLTMNT03_32525,Red,Leviatan,oe:team:53ef3d5a3ac5d88bc000eff7d87aeb3,1,1.0,0.5879,0.0,1.0,1.0,1.0
LOLTMNT03_31598,Blue,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,1,0.0,0.4136,0.0,1.0,1.0,1.0
LOLTMNT03_31598,Red,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,0,1.0,0.1034,1.0,0.0,0.0,0.0
LOLTMNT03_31602,Blue,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,1,0.0,0.393,0.0,1.0,1.0,1.0
LOLTMNT03_31602,Red,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,0,1.0,0.131,1.0,0.0,0.0,0.0
LOLTMNT02_24097,Blue,Kwangdong Freecs Challengers,oe:team:ce666ec5e91131390b04ed14a858cb1,1,1.0,0.3442,0.0,0.0,1.0,1.0
LOLTMNT02_24097,Red,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,0,0.0,0.0688,1.0,1.0,0.0,0.0
LOLTMNT02_24096,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,1,0.0,0.655,1.0,1.0,1.0,1.0
LOLTMNT02_24096,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,0,1.0,0.2183,0.0,0.0,0.0,0.0
LOLTMNT02_24107,Blue,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,1,0.0,0.5078,0.0,0.0,0.0,0.0
LOLTMNT02_24107,Red,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,1.0,0.5586,1.0,0.0,1.0,1.0
LOLTMNT02_23117,Blue,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,0,0.0,0.3808,0.0,0.0,0.0,0.0
LOLTMNT02_23117,Red,Kwangdong Freecs Challengers,oe:team:ce666ec5e91131390b04ed14a858cb1,1,1.0,0.3462,1.0,1.0,0.0,1.0
LOLTMNT02_23139,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,1.0,0.0973,1.0,0.0,0.0,0.0
LOLTMNT02_23139,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,1,0.0,0.3569,0.0,1.0,1.0,1.0
LOLTMNT02_23175,Blue,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,0.0,0.2474,0.0,1.0,1.0,1.0
LOLTMNT02_23175,Red,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,1.0,0.2165,1.0,0.0,0.0,0.0
LOLTMNT02_23223,Blue,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1.0,0.4748,0.0,1.0,1.0,1.0
LOLTMNT02_23223,Red,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,0.0,0.0432,1.0,0.0,0.0,0.0
LOLTMNT02_23222,Blue,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,1,1.0,0.3555,0.0,1.0,1.0,1.0
LOLTMNT02_23222,Red,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,0,0.0,0.0547,1.0,0.0,0.0,0.0
LOLTMNT02_23253,Blue,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,0,0.0,0.1625,0.0,0.0,0.0,1.0
LOLTMNT02_23253,Red,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,1,1.0,0.4063,1.0,1.0,1.0,0.0
LOLTMNT02_24236,Blue,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,1.0,0.8098,0.0,1.0,1.0,1.0
LOLTMNT02_24236,Red,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,0,0.0,0.1928,1.0,0.0,0.0,0.0
LOLTMNT02_24254,Blue,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,1,0.0,0.7724,1.0,1.0,1.0,1.0
LOLTMNT02_24254,Red,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,0,1.0,0.1854,0.0,0.0,0.0,0.0
LOLTMNT02_24257,Blue,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,1.0,0.6351,0.0,1.0,1.0,0.0
LOLTMNT02_24257,Red,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,0,0.0,0.411,1.0,0.0,0.0,1.0
LOLTMNT02_23294,Blue,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,1.0,0.2236,1.0,0.0,0.0,0.0
LOLTMNT02_23294,Red,Deep Cross Gaming,oe:team:7e56e9367c023df96cc8257ff4e16c0,1,0.0,0.5963,0.0,1.0,1.0,1.0
LOLTMNT02_23326,Blue,Deep Cross Gaming,oe:team:7e56e9367c023df96cc8257ff4e16c0,1,1.0,0.465,1.0,0.0,0.0,1.0
LOLTMNT02_23326,Red,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,0.0,0.4836,0.0,1.0,1.0,0.0
LOLTMNT02_26035,Blue,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,0.0,0.0386,0.0,0.0,0.0,0.0
LOLTMNT02_26035,Red,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,1,1.0,0.4627,1.0,1.0,1.0,1.0
LOLTMNT02_26046,Blue,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,1,1.0,0.6193,1.0,1.0,1.0,0.0
LOLTMNT02_26046,Red,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,0.0,0.172,0.0,0.0,0.0,1.0
LOLTMNT02_25093,Blue,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,0.0,0.1532,1.0,1.0,0.0,0.0
LOLTMNT02_25093,Red,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1.0,0.6126,0.0,0.0,1.0,1.0
LOLTMNT02_25104,Blue,Burning Core Toyama,oe:team:73c73a123b43e071470729f74ef2022,1,0.0,0.5927,1.0,1.0,1.0,1.0
LOLTMNT02_25104,Red,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,0,1.0,0.2694,0.0,0.0,0.0,0.0
LOLTMNT02_26125,Blue,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,1,1.0,0.493,1.0,1.0,1.0,1.0
LOLTMNT02_26125,Red,J Team,oe:team:b41d715b166da7092724123264e4560,0,0.0,0.0759,0.0,0.0,0.0,0.0
LOLTMNT02_25120,Blue,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1.0,0.7354,0.0,1.0,1.0,0.0
LOLTMNT02_25120,Red,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,0.0,0.2596,1.0,0.0,0.0,1.0
LOLTMNT02_26127,Blue,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,1,0.0,0.5758,0.0,1.0,1.0,1.0
LOLTMNT02_26127,Red,Burning Core Toyama,oe:team:73c73a123b43e071470729f74ef2022,0,1.0,0.3333,1.0,0.0,0.0,0.0
LOLTMNT02_25131,Blue,J Team,oe:team:b41d715b166da7092724123264e4560,0,1.0,0.225,0.0,1.0,0.0,1.0
LOLTMNT02_25131,Red,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,1,0.0,0.4049,1.0,0.0,1.0,0.0
LOLTMNT02_25146,Blue,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,0,0.0,0.351,1.0,1.0,1.0,1.0
LOLTMNT02_25146,Red,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,1.0,0.351,0.0,0.0,0.0,0.0
LOLTMNT02_25183,Blue,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,0.0,0.5643,1.0,0.0,1.0,1.0
LOLTMNT02_25183,Red,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,0,1.0,0.4299,0.0,1.0,0.0,0.0
LOLTMNT02_25218,Blue,AXIZ CREST,oe:team:2b308998f2c7033f864caf1d5cc9dc0,0,1.0,0.3272,1.0,1.0,1.0,1.0
LOLTMNT02_25218,Red,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,1,0.0,0.4279,0.0,0.0,0.0,0.0
LOLTMNT02_26237,Blue,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,1,1.0,0.7066,0.0,0.0,1.0,1.0
LOLTMNT02_26237,Red,AXIZ CREST,oe:team:2b308998f2c7033f864caf1d5cc9dc0,0,0.0,0.2891,1.0,1.0,0.0,0.0
LOLTMNT05_13097,Blue,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,1.0,0.3833,1.0,1.0,0.0,1.0
LOLTMNT05_13097,Red,Rogue,oe:team:cd62e47544f14f1d239afa659b9d243,0,0.0,0.1742,0.0,0.0,0.0,0.0
LOLTMNT03_34116,Blue,LOUD,oe:team:658a021a796aa5501503220adb38cf4,1,1.0,0.5455,0.0,1.0,1.0,1.0
LOLTMNT03_34116,Red,KaBuM! Esports,oe:team:86e551648da70c86cb473ce5d5f26f7,0,0.0,0.1091,1.0,0.0,0.0,0.0
LOLTMNT05_13105,Blue,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,1,0.0,0.5455,0.0,0.0,1.0,1.0
LOLTMNT05_13105,Red,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,0,1.0,0.0963,1.0,1.0,0.0,0.0
LOLTMNT03_34131,Blue,Vivo Keyd Stars,oe:team:b9e44c69c1a70fb35df9be96f9eafea,1,0.0,0.5157,0.0,1.0,1.0,1.0
LOLTMNT03_34131,Red,Los Grandes,oe:team:ca884c91b35e5e37937b19360cf1bbe,0,1.0,0.1473,1.0,0.0,0.0,0.0
LOLTMNT05_13119,Blue,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,0.0,0.478,1.0,0.0,1.0,1.0
LOLTMNT05_13119,Red,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,0,1.0,0.4461,0.0,1.0,0.0,0.0
LOLTMNT03_33182,Blue,Fluxo,oe:team:ca3882dbcefa68eac0892e3218080db,1,0.0,0.826,1.0,1.0,1.0,1.0
LOLTMNT03_33182,Red,FURIA,oe:team:87e3e1e75839f75a10bbc66e894d806,0,1.0,0.1877,0.0,0.0,0.0,0.0
LOLTMNT05_14124,Blue,Team BDS,oe:team:7338408a0fe0217451d2c9a567db999,1,0.0,0.7156,1.0,1.0,1.0,1.0
LOLTMNT05_14124,Red,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,0,1.0,0.2862,0.0,0.0,0.0,0.0
LOLTMNT03_34174,Blue,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,1,0.0,0.4132,0.0,1.0,1.0,0.0
LOLTMNT03_34174,Red,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,0,1.0,0.4132,1.0,0.0,0.0,1.0
LOLTMNT05_14130,Blue,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,0.0,0.1119,0.0,1.0,0.0,1.0
LOLTMNT05_14130,Red,GiantX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,1,1.0,0.4478,1.0,0.0,1.0,0.0
LOLTMNT01_34186,Blue,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,0,1.0,0.2291,1.0,1.0,1.0,1.0
LOLTMNT01_34186,Red,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,1,0.0,0.4582,0.0,0.0,0.0,0.0
LOLTMNT03_34185,Blue,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,1,1.0,0.7135,1.0,1.0,1.0,0.0
LOLTMNT03_34185,Red,paiN Gaming,oe:team:61450737f7b683db4da7b3e0bf0dced,0,0.0,0.3413,0.0,0.0,0.0,1.0
LOLTMNT01_34206,Blue,Cloud9,oe:team:fc8e90107dabb9a35c490b0d86adea0,1,1.0,0.4716,0.0,1.0,1.0,1.0
LOLTMNT01_34206,Red,NRG,oe:team:e758ebe9a5a2cc81b9c8078479c2d87,0,0.0,0.1684,1.0,0.0,0.0,0.0
LOLTMNT01_34239,Blue,FlyQuest,oe:team:2e66da41dc460dd378e3bcc57042d31,1,1.0,0.4265,0.0,0.0,1.0,1.0
LOLTMNT01_34239,Red,Shopify Rebellion,oe:team:b360f1d729b0a8e0f29a5243c4200fa,0,0.0,0.328,1.0,0.0,0.0,0.0
LOLTMNT01_34263,Blue,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,1,1.0,0.4944,1.0,1.0,1.0,1.0
LOLTMNT01_34263,Red,Immortals,oe:team:c334c629fea759876e9e04afbe4aee7,0,0.0,0.2082,0.0,0.0,0.0,0.0
LOLTMNT01_35289,Blue,Disguised,oe:team:289284911fb6f41c0ccaecc3a0c2891,0,0.0,0.1457,0.0,0.0,0.0,0.0
LOLTMNT01_35289,Red,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.4736,1.0,1.0,1.0,1.0
LOLTMNT01_35293,Blue,Disguised,oe:team:289284911fb6f41c0ccaecc3a0c2891,0,1.0,0.4774,0.0,1.0,0.0,1.0
LOLTMNT01_35293,Red,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,0.0,0.9914,1.0,0.0,1.0,0.0
LOLTMNT01_34283,Blue,Team Liquid Challengers,oe:team:aeb3be196652186472d8f244ee9ef0a,0,0.0,0.0358,0.0,0.0,1.0,0.0
LOLTMNT01_34283,Red,Wildcard Gaming,oe:team:9034597e77937456f89960ad1b8615e,1,1.0,0.5367,1.0,1.0,0.0,1.0
LOLTMNT01_35306,Blue,Wildcard Gaming,oe:team:9034597e77937456f89960ad1b8615e,1,0.0,0.4217,1.0,1.0,1.0,1.0
LOLTMNT01_35306,Red,Team Liquid Challengers,oe:team:aeb3be196652186472d8f244ee9ef0a,0,1.0,0.5623,0.0,0.0,0.0,0.0
LOLTMNT02_26436,Blue,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1.0,0.4402,1.0,0.0,0.0,1.0
LOLTMNT02_26436,Red,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,0,0.0,0.2201,0.0,1.0,1.0,0.0
LOLTMNT02_25456,Blue,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1.0,0.4494,1.0,1.0,1.0,0.0
LOLTMNT02_25456,Red,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,0,0.0,0.1284,0.0,0.0,0.0,1.0
LOLTMNT02_26479,Blue,AXIZ CREST,oe:team:2b308998f2c7033f864caf1d5cc9dc0,0,0.0,0.4524,0.0,0.0,0.0,0.0
LOLTMNT02_26479,Red,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,1,1.0,0.5238,1.0,1.0,1.0,1.0
LOLTMNT02_25488,Blue,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,0.0,0.4275,1.0,1.0,1.0,0.0
LOLTMNT02_25488,Red,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,1.0,0.1166,0.0,0.0,0.0,1.0
LOLTMNT02_25509,Blue,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,1,1.0,0.7989,1.0,1.0,1.0,1.0
LOLTMNT02_25509,Red,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,0.0,0.2796,0.0,0.0,0.0,0.0
LOLTMNT02_26523,Blue,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,0.0,0.3111,0.0,1.0,1.0,1.0
LOLTMNT02_26523,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,1.0,0.3778,1.0,0.0,0.0,0.0
LOLTMNT02_25519,Blue,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,1,0.0,0.9254,1.0,1.0,1.0,1.0
LOLTMNT02_25519,Red,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,1.0,0.4627,0.0,0.0,0.0,0.0
LOLTMNT03_33277,Blue,Team Flash,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,1,0.0,0.4476,1.0,0.0,1.0,0.0
LOLTMNT03_33277,Red,CERBERUS Esports,oe:team:05825167aedac3dc1e6f72133f52604,0,1.0,0.2238,0.0,1.0,0.0,1.0
LOLTMNT02_26530,Blue,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,1,0.0,0.2276,0.0,1.0,1.0,0.0
LOLTMNT02_26530,Red,AXIZ CREST,oe:team:2b308998f2c7033f864caf1d5cc9dc0,0,1.0,0.065,1.0,0.0,0.0,1.0
LOLTMNT02_26537,Blue,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,1.0,0.1277,0.0,0.0,1.0,0.0
LOLTMNT02_26537,Red,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,0.0,0.3319,1.0,1.0,0.0,1.0
LOLTMNT02_26550,Blue,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,1,0.0,0.224,0.0,1.0,1.0,1.0
LOLTMNT02_26550,Red,Deep Cross Gaming,oe:team:7e56e9367c023df96cc8257ff4e16c0,0,1.0,0.2986,1.0,0.0,0.0,0.0
LOLTMNT03_33278,Blue,CERBERUS Esports,oe:team:05825167aedac3dc1e6f72133f52604,0,0.0,0.4942,1.0,1.0,1.0,1.0
LOLTMNT03_33278,Red,Team Flash,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,1,1.0,0.7849,0.0,0.0,0.0,0.0
LOLTMNT02_26558,Blue,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,1.0,0.7885,0.0,1.0,1.0,1.0
LOLTMNT02_26558,Red,Burning Core Toyama,oe:team:73c73a123b43e071470729f74ef2022,0,0.0,0.3584,1.0,0.0,0.0,0.0
LOLTMNT02_26584,Blue,Burning Core Toyama,oe:team:73c73a123b43e071470729f74ef2022,0,0.0,0.3266,1.0,0.0,0.0,0.0
LOLTMNT02_26584,Red,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,1.0,0.7719,0.0,1.0,1.0,1.0
LOLTMNT02_25579,Blue,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,1,1.0,0.3607,0.0,1.0,0.0,1.0
LOLTMNT02_25579,Red,Deep Cross Gaming,oe:team:7e56e9367c023df96cc8257ff4e16c0,0,0.0,0.1202,1.0,0.0,1.0,0.0
LOLTMNT03_34235,Blue,Team Whales,oe:team:407a64574852482edb8c1560eab637c,0,0.0,0.2381,0.0,0.0,0.0,1.0
LOLTMNT03_34235,Red,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,1,1.0,0.6845,1.0,1.0,1.0,0.0
LOLTMNT03_34244,Blue,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,1,0.0,0.457,1.0,1.0,1.0,0.0
LOLTMNT03_34244,Red,Team Whales,oe:team:407a64574852482edb8c1560eab637c,0,1.0,0.2688,0.0,0.0,0.0,1.0
LOLTMNT02_26642,Blue,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,1.0,0.8927,1.0,1.0,1.0,1.0
LOLTMNT02_26642,Red,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,0,0.0,0.3348,0.0,0.0,0.0,0.0
LOLTMNT02_25665,Blue,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,0,0.0,0.3788,0.0,0.0,0.0,0.0
LOLTMNT02_25665,Red,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,1.0,0.7955,1.0,1.0,1.0,1.0
LOLTMNT05_13165,Blue,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,0,0.0,0.152,1.0,0.0,0.0,1.0
