gameid,Bluetopgp,Bluetopwr,Bluetopkda,result,Redtopgp,Redtopwr,Redtopkda,Bluejngp,Bluejngwr,Bluejngkda,Redjnggp,Redjngwr,Redjngkda,Bluemidgp,Bluemidwr,Bluemidkda,Redmidgp,Redmidwr,Redmidkda,Bluebotgp,Bluebotwr,Bluebotkda,Redbotgp,Redbotwr,Redbotkda,Bluesupgp,Bluesupwr,Bluesupkda,Redsupgp,Redsupwr,Redsupkda
LOLTMNT02_21947,5.0,0.8,0.5,0.0,8.0,0.62,1.0,1.0,0.0,0.2,5.0,0.4,6.0,5.0,0.4,0.67,3.0,0.67,4.0,3.0,0.33,0.14,7.0,0.43,6.0,1.0,0.0,0.17,5.0,0.8,0.0
LOLTMNT01_31613,3.0,0.0,1.0,0.0,5.0,0.4,1.67,3.0,0.33,0.5,4.0,1.0,5.0,6.0,0.33,1.0,1.0,1.0,1.0,9.0,0.33,0.6,1.0,1.0,0.8,7.0,0.29,0.0,1.0,1.0,0.0
LOLTMNT02_22976,5.0,0.8,3.0,1.0,2.0,0.0,0.0,5.0,1.0,0.67,2.0,0.0,0.75,3.0,0.33,3.33,3.0,0.33,0.33,3.0,0.67,4.0,9.0,0.56,1.0,7.0,0.71,0.2,10.0,0.5,0.5
LOLTMNT02_23004,1.0,0.0,0.17,0.0,4.0,0.5,2.0,7.0,0.43,1.0,8.0,0.88,7.0,3.0,0.33,1.25,6.0,0.67,1.33,1.0,0.0,0.25,13.0,0.69,1.5,1.0,0.0,0.0,3.0,1.0,1.67
LOLTMNT01_32644,3.0,0.0,0.33,0.0,2.0,0.5,8.0,6.0,0.5,0.2,3.0,0.33,0.4,4.0,0.25,0.4,3.0,0.33,3.0,1.0,0.0,0.33,4.0,0.25,8.0,8.0,0.38,0.0,3.0,1.0,0.0
LOLTMNT02_24001,2.0,0.5,1.0,0.0,7.0,0.71,3.0,1.0,0.0,1.0,3.0,0.33,1.5,6.0,0.33,1.0,6.0,0.33,0.33,4.0,0.25,1.25,4.0,0.5,3.0,2.0,0.5,0.0,8.0,0.5,0.4
LOLTMNT02_23024,7.0,0.71,5.0,1.0,2.0,0.0,0.75,1.0,1.0,2.0,1.0,0.0,0.17,3.0,1.0,2.33,3.0,0.33,1.0,3.0,0.67,4.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.25
LOLTMNT01_31665,3.0,1.0,0.4,1.0,1.0,0.0,0.6,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,2.67,1.0,0.0,0.4,3.0,1.0,2.33,4.0,0.25,0.33,5.0,0.6,1.0,1.0,0.0,0.6
LOLTMNT02_23050,11.0,0.64,1.5,0.0,1.0,1.0,0.4,6.0,0.5,3.0,2.0,0.5,2.5,4.0,0.25,0.0,10.0,0.7,0.5,2.0,0.0,0.6,3.0,0.67,3.5,2.0,0.0,0.67,3.0,0.67,0.0
LOLTMNT02_23051,7.0,0.29,2.0,1.0,3.0,0.0,1.0,2.0,0.5,6.0,6.0,0.0,1.0,2.0,0.5,2.0,1.0,0.0,1.0,3.0,0.33,3.5,2.0,0.0,0.67,1.0,1.0,0.0,2.0,0.0,0.17
LOLTMNT01_32688,1.0,0.0,0.0,0.0,3.0,0.33,1.0,2.0,0.0,0.4,4.0,0.25,0.67,2.0,0.0,1.67,2.0,1.0,6.0,1.0,0.0,0.0,4.0,0.25,4.0,3.0,0.33,0.5,1.0,1.0,0.0
LOLTMNT02_24037,5.0,0.8,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.5,0.2,2.0,1.0,4.0,5.0,0.2,0.25,4.0,1.0,1.33,2.0,0.0,0.83,9.0,0.56,1.0,3.0,0.0,0.0
LOLTMNT02_23065,9.0,0.67,0.75,1.0,3.0,0.67,0.0,2.0,0.5,4.0,1.0,0.0,0.75,7.0,0.86,2.0,1.0,0.0,1.5,2.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT01_32709,2.0,1.0,5.0,1.0,1.0,0.0,4.0,5.0,1.0,0.0,3.0,0.33,0.75,1.0,1.0,3.0,6.0,0.17,0.25,5.0,0.6,8.0,1.0,0.0,0.0,1.0,1.0,0.67,5.0,0.2,0.0
LOLTMNT03_31582,6.0,0.5,7.0,1.0,9.0,0.56,0.67,5.0,0.6,0.67,3.0,0.33,0.0,1.0,1.0,6.0,1.0,0.0,0.29,10.0,0.4,0.0,4.0,0.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT03_32525,9.0,0.56,0.67,0.0,2.0,0.5,3.0,8.0,0.5,0.0,2.0,1.0,4.0,4.0,0.25,0.67,8.0,0.38,3.0,2.0,0.0,1.0,10.0,0.4,0.0,2.0,0.0,0.0,5.0,0.8,1.0
LOLTMNT03_31598,6.0,0.83,4.0,1.0,4.0,0.0,0.5,4.0,1.0,0.0,2.0,0.0,0.0,4.0,0.75,1.0,2.0,0.0,1.0,9.0,0.89,5.0,2.0,0.0,0.0,4.0,0.75,1.0,2.0,0.0,0.0
LOLTMNT03_31602,6.0,0.83,4.0,1.0,4.0,0.0,0.5,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.33,7.0,0.86,11.0,3.0,0.0,0.4,5.0,1.0,4.0,3.0,0.33,0.0
LOLTMNT02_24097,9.0,0.67,0.0,1.0,1.0,0.0,0.0,4.0,0.5,1.0,12.0,0.58,0.2,13.0,0.62,0.5,2.0,0.0,1.0,4.0,0.5,0.75,3.0,0.33,0.0,9.0,0.56,0.25,6.0,0.33,0.0
LOLTMNT02_24096,10.0,0.6,1.33,1.0,8.0,0.5,1.33,2.0,0.5,3.0,1.0,0.0,0.0,13.0,0.38,0.5,3.0,0.33,1.25,2.0,1.0,0.0,19.0,0.68,1.5,7.0,0.71,4.0,12.0,0.5,0.0
LOLTMNT02_24107,7.0,0.86,5.0,1.0,10.0,0.2,0.0,3.0,0.67,0.0,3.0,0.0,0.33,1.0,1.0,0.33,13.0,0.38,0.5,4.0,0.5,8.5,7.0,0.29,1.0,12.0,0.5,0.0,9.0,0.44,0.33
LOLTMNT02_23117,2.0,0.0,1.0,0.0,6.0,0.5,1.0,12.0,0.58,0.2,4.0,0.75,0.5,3.0,0.33,1.5,3.0,0.67,1.0,5.0,0.4,2.0,6.0,0.83,5.0,2.0,0.0,0.0,10.0,0.6,0.2
LOLTMNT02_23139,10.0,0.2,0.0,0.0,2.0,0.5,0.8,2.0,0.0,0.0,12.0,0.83,0.67,13.0,0.38,0.5,3.0,0.33,0.5,5.0,0.2,0.0,4.0,0.75,1.0,9.0,0.44,0.33,10.0,0.8,0.0
LOLTMNT02_23175,10.0,0.7,1.0,1.0,1.0,0.0,0.5,3.0,0.33,0.0,6.0,0.0,0.5,6.0,0.83,0.0,3.0,0.0,1.0,7.0,0.71,2.5,2.0,0.0,1.5,6.0,0.67,1.0,1.0,0.0,0.0
LOLTMNT02_23223,12.0,0.67,1.0,1.0,3.0,0.0,0.0,2.0,0.5,0.0,6.0,0.0,0.5,13.0,0.69,5.0,3.0,0.0,1.0,5.0,1.0,4.0,7.0,0.29,0.0,2.0,1.0,1.0,1.0,0.0,0.5
LOLTMNT02_23222,8.0,0.5,1.0,1.0,3.0,0.0,0.5,4.0,1.0,3.0,1.0,0.0,0.0,5.0,0.4,3.0,2.0,0.0,0.0,6.0,0.67,6.0,4.0,0.75,0.2,3.0,0.67,0.0,1.0,0.0,0.0
LOLTMNT02_23253,6.0,0.5,0.25,0.0,11.0,0.82,4.0,5.0,0.6,0.67,7.0,0.71,0.0,5.0,0.4,3.0,2.0,1.0,1.0,3.0,0.33,0.5,9.0,1.0,8.0,1.0,0.0,0.25,8.0,0.88,0.0
LOLTMNT02_24236,4.0,0.75,7.0,1.0,18.0,0.39,0.0,9.0,0.78,3.0,9.0,0.11,0.25,13.0,0.92,6.0,11.0,0.18,0.29,12.0,0.75,0.0,15.0,0.27,0.2,3.0,0.67,0.0,1.0,0.0,0.5
LOLTMNT02_24254,6.0,1.0,1.5,1.0,3.0,0.0,0.5,8.0,0.62,12.0,7.0,0.71,0.0,6.0,0.67,2.0,2.0,0.0,0.0,6.0,0.5,3.0,1.0,0.0,0.75,9.0,0.44,0.0,2.0,0.5,0.0
LOLTMNT02_24257,1.0,1.0,1.0,1.0,3.0,0.33,0.67,4.0,0.75,2.0,8.0,0.25,1.5,8.0,0.75,2.0,1.0,0.0,3.0,12.0,0.75,0.0,15.0,0.27,0.2,11.0,0.73,0.5,3.0,0.0,0.0
LOLTMNT02_23294,1.0,0.0,0.33,0.0,1.0,1.0,6.0,4.0,0.25,0.25,8.0,0.88,0.75,1.0,0.0,1.0,6.0,0.5,5.0,4.0,0.0,0.25,3.0,0.67,1.0,3.0,0.0,0.33,5.0,0.4,0.0
LOLTMNT02_23326,2.0,0.5,0.5,1.0,4.0,0.0,1.29,8.0,0.88,0.75,5.0,0.0,1.0,1.0,1.0,2.25,6.0,0.33,3.0,3.0,0.67,1.0,1.0,0.0,1.0,5.0,0.4,0.0,1.0,0.0,0.57
LOLTMNT02_26035,1.0,0.0,0.33,0.0,13.0,0.54,3.0,6.0,0.0,0.0,2.0,0.5,4.0,15.0,0.2,0.33,3.0,0.33,2.0,5.0,0.4,0.0,6.0,0.5,3.0,2.0,0.5,0.0,7.0,0.43,0.0
LOLTMNT02_26046,8.0,0.25,0.2,1.0,6.0,0.17,0.67,2.0,0.5,9.0,8.0,0.0,0.5,12.0,0.25,3.0,8.0,0.25,0.75,13.0,0.46,0.75,2.0,0.0,1.0,8.0,0.38,0.0,3.0,0.0,0.0
LOLTMNT02_25093,13.0,0.38,2.0,0.0,2.0,1.0,6.0,2.0,0.0,0.33,11.0,0.73,2.0,10.0,0.2,0.75,6.0,1.0,1.0,7.0,0.29,0.67,12.0,0.75,0.5,5.0,0.4,0.0,10.0,0.7,0.0
LOLTMNT02_25104,3.0,0.33,2.0,1.0,8.0,0.5,0.5,4.0,0.25,3.5,1.0,0.0,0.2,6.0,0.33,4.0,5.0,0.2,1.0,2.0,0.5,1.5,6.0,0.33,0.25,3.0,0.33,0.67,2.0,0.0,0.25
LOLTMNT02_26125,9.0,0.44,0.0,1.0,1.0,0.0,0.0,11.0,0.64,3.0,2.0,0.0,0.5,4.0,1.0,3.0,7.0,0.71,0.0,1.0,1.0,7.0,1.0,0.0,0.33,6.0,0.67,0.0,1.0,0.0,0.0
LOLTMNT02_25120,1.0,1.0,3.0,1.0,13.0,0.38,2.0,12.0,0.83,0.0,6.0,0.33,0.0,6.0,1.0,1.0,4.0,0.25,1.67,10.0,0.7,3.5,5.0,0.4,4.0,10.0,0.7,0.0,4.0,0.75,0.0
LOLTMNT02_26127,8.0,0.5,0.5,1.0,1.0,0.0,0.17,6.0,0.33,1.67,1.0,0.0,0.0,2.0,0.5,2.5,6.0,0.33,4.0,6.0,0.33,0.25,2.0,0.5,1.5,3.0,0.67,0.0,4.0,0.0,0.2
LOLTMNT02_25131,1.0,0.0,2.0,0.0,9.0,0.67,2.0,2.0,0.0,0.5,11.0,0.64,3.0,6.0,0.33,0.14,2.0,0.5,11.0,3.0,0.33,0.5,8.0,0.88,1.0,2.0,0.0,1.0,8.0,0.62,0.0
LOLTMNT02_25146,10.0,0.5,4.0,0.0,4.0,1.0,4.0,6.0,0.67,0.0,1.0,1.0,0.4,6.0,0.5,1.33,2.0,1.0,0.33,5.0,0.6,2.0,10.0,0.9,1.0,7.0,0.57,1.0,5.0,0.8,0.5
LOLTMNT02_25183,6.0,0.5,2.0,1.0,10.0,0.5,4.0,8.0,0.88,0.2,6.0,0.67,0.0,14.0,0.79,3.5,9.0,0.67,1.2,3.0,0.67,1.4,5.0,0.6,2.0,3.0,1.0,1.0,7.0,0.57,1.0
LOLTMNT02_25218,9.0,0.56,1.0,0.0,1.0,1.0,0.29,9.0,0.33,0.67,6.0,0.5,0.25,8.0,0.25,0.8,4.0,0.5,7.0,4.0,0.0,0.33,4.0,0.5,2.5,2.0,0.0,1.0,11.0,0.45,2.0
LOLTMNT02_26237,1.0,1.0,0.75,1.0,9.0,0.56,1.0,7.0,0.29,5.0,2.0,0.0,0.75,5.0,0.2,3.0,8.0,0.25,0.8,3.0,0.33,11.0,4.0,0.0,0.33,1.0,1.0,0.0,2.0,0.0,0.0
LOLTMNT05_13097,9.0,0.56,0.5,1.0,1.0,0.0,0.33,10.0,0.7,0.0,3.0,0.0,0.5,5.0,0.2,7.0,3.0,0.33,0.0,9.0,0.44,0.4,1.0,0.0,0.67,3.0,0.67,0.67,4.0,0.25,0.0
LOLTMNT03_34116,2.0,0.5,1.0,1.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,0.33,0.25,5.0,1.0,4.0,3.0,0.0,0.5,5.0,1.0,3.0,2.0,0.5,0.0
LOLTMNT05_13105,4.0,0.25,4.0,1.0,3.0,0.0,0.0,5.0,0.6,2.0,1.0,0.0,0.5,1.0,1.0,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,3.0,8.0,0.5,0.25
LOLTMNT03_34131,5.0,0.6,3.0,1.0,2.0,0.5,0.25,9.0,0.78,1.0,4.0,0.5,0.0,4.0,0.75,3.0,2.0,0.5,0.5,3.0,0.67,5.0,4.0,0.25,0.67,2.0,1.0,2.0,8.0,0.5,0.0
LOLTMNT05_13119,7.0,0.86,2.0,1.0,4.0,0.5,3.0,7.0,0.71,4.0,2.0,0.5,3.0,9.0,0.89,4.0,4.0,0.25,1.0,5.0,1.0,0.5,1.0,0.0,0.33,1.0,1.0,0.5,7.0,0.57,1.0
LOLTMNT03_33182,2.0,0.5,4.0,1.0,1.0,0.0,0.0,4.0,0.5,2.5,3.0,0.33,0.29,1.0,1.0,11.0,6.0,0.5,0.43,4.0,0.5,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
LOLTMNT05_14124,5.0,0.8,5.0,1.0,2.0,0.0,0.0,7.0,0.57,2.0,8.0,0.62,1.67,16.0,0.56,4.0,7.0,0.43,0.75,4.0,0.5,2.5,14.0,0.71,2.5,7.0,0.71,0.0,7.0,0.43,0.17
LOLTMNT03_34174,7.0,0.71,3.0,1.0,4.0,0.0,2.0,1.0,1.0,0.25,1.0,0.0,0.6,1.0,1.0,3.5,1.0,0.0,1.5,1.0,1.0,1.0,1.0,0.0,2.0,9.0,0.67,0.2,3.0,0.0,0.17
LOLTMNT05_14130,2.0,0.0,0.33,0.0,4.0,0.5,2.0,4.0,0.25,0.8,6.0,0.5,0.5,4.0,0.25,1.5,2.0,0.5,3.5,1.0,0.0,2.0,1.0,1.0,1.0,5.0,0.4,0.0,1.0,1.0,4.0
LOLTMNT01_34186,5.0,0.8,0.67,0.0,1.0,1.0,0.67,5.0,0.4,0.0,4.0,1.0,2.0,9.0,0.78,0.33,3.0,0.67,5.0,1.0,0.0,1.5,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,0.5
LOLTMNT03_34185,6.0,0.5,0.5,1.0,2.0,0.0,0.75,2.0,1.0,1.0,6.0,0.17,0.67,3.0,1.0,5.0,8.0,0.5,1.33,2.0,0.5,6.0,7.0,0.57,0.33,9.0,0.67,0.67,4.0,0.0,0.0
LOLTMNT01_34206,4.0,0.75,0.0,1.0,8.0,0.5,0.0,1.0,1.0,9.0,1.0,0.0,0.25,4.0,1.0,4.0,4.0,0.25,0.33,5.0,0.8,1.0,1.0,0.0,1.5,5.0,0.8,0.0,1.0,0.0,0.0
LOLTMNT01_34239,4.0,0.75,0.67,1.0,4.0,0.5,0.33,2.0,1.0,4.0,2.0,0.5,0.33,5.0,1.0,2.0,1.0,0.0,0.6,5.0,0.6,1.0,2.0,0.0,2.5,1.0,1.0,0.5,3.0,0.0,0.0
LOLTMNT01_34263,1.0,1.0,0.5,1.0,2.0,0.0,0.75,2.0,0.5,8.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,4.0,0.5,5.0,2.0,0.5,2.5,4.0,0.75,0.5,1.0,0.0,0.0
LOLTMNT01_35289,4.0,0.0,2.0,0.0,2.0,1.0,1.0,6.0,0.33,0.0,6.0,0.67,4.0,7.0,0.29,0.5,1.0,1.0,3.0,1.0,0.0,0.2,7.0,1.0,4.0,2.0,0.5,0.0,9.0,0.78,1.0
LOLTMNT01_35293,9.0,0.56,0.4,0.0,3.0,1.0,0.25,8.0,0.25,0.17,1.0,1.0,1.5,3.0,0.0,1.8,5.0,1.0,7.5,4.0,0.5,0.17,6.0,1.0,7.0,2.0,0.0,0.0,2.0,1.0,0.25
LOLTMNT01_34283,4.0,0.0,0.0,0.0,3.0,0.67,6.0,6.0,0.5,0.33,5.0,0.4,5.0,1.0,0.0,0.0,7.0,0.57,1.0,9.0,0.67,0.0,4.0,0.75,3.0,5.0,0.4,0.0,6.0,0.5,0.0
LOLTMNT01_35306,7.0,0.43,1.0,1.0,6.0,0.67,2.6,4.0,0.5,0.5,2.0,0.0,0.75,3.0,0.67,1.4,5.0,0.2,2.0,4.0,0.75,0.5,1.0,0.0,3.0,3.0,0.67,0.4,9.0,0.67,0.17
LOLTMNT02_26436,12.0,0.67,1.0,1.0,2.0,0.0,0.67,11.0,1.0,0.5,4.0,0.25,0.0,13.0,0.69,5.0,4.0,0.5,0.67,13.0,0.62,6.0,1.0,0.0,1.33,10.0,0.6,0.0,3.0,0.0,0.0
LOLTMNT02_25456,10.0,0.7,1.0,1.0,18.0,0.39,0.0,11.0,1.0,0.5,7.0,0.57,0.0,13.0,0.69,5.0,4.0,0.5,0.67,2.0,1.0,8.0,4.0,0.5,0.0,10.0,0.6,0.0,3.0,0.0,0.0
LOLTMNT02_26479,1.0,0.0,1.5,0.0,11.0,0.18,0.0,1.0,0.0,0.25,5.0,0.2,1.25,8.0,0.25,0.8,5.0,0.2,1.25,3.0,0.33,0.83,2.0,0.5,3.33,5.0,0.4,0.0,3.0,0.67,0.0
LOLTMNT02_25488,16.0,0.69,0.0,1.0,15.0,0.73,4.0,7.0,0.57,2.0,1.0,0.0,0.5,2.0,0.5,6.0,2.0,0.0,0.0,7.0,0.57,9.0,8.0,0.62,2.33,9.0,0.67,3.0,2.0,0.0,0.0
LOLTMNT02_25509,6.0,1.0,1.5,1.0,2.0,0.0,0.0,2.0,0.5,11.0,4.0,0.25,0.2,6.0,0.67,2.0,6.0,0.33,3.0,5.0,0.6,1.0,10.0,0.2,0.5,3.0,1.0,1.0,1.0,0.0,0.33
LOLTMNT02_26523,8.0,0.62,2.0,1.0,4.0,0.0,1.67,7.0,0.57,5.0,12.0,0.42,1.0,8.0,0.38,2.0,2.0,0.0,1.67,2.0,0.5,1.5,15.0,0.53,0.75,4.0,0.75,0.0,12.0,0.58,0.0
LOLTMNT02_25519,1.0,1.0,1.0,1.0,1.0,0.0,0.71,5.0,0.6,0.67,2.0,0.0,1.25,5.0,0.4,3.0,6.0,0.33,3.0,5.0,0.6,1.0,10.0,0.2,0.5,3.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT03_33277,6.0,0.5,1.0,1.0,2.0,0.0,0.25,6.0,0.5,0.5,1.0,0.0,0.33,1.0,1.0,9.0,7.0,0.29,3.0,4.0,0.5,3.0,5.0,0.6,1.0,5.0,0.8,1.0,1.0,0.0,0.0
LOLTMNT02_26530,8.0,0.5,0.5,1.0,3.0,0.0,0.0,3.0,0.67,1.0,9.0,0.33,0.67,5.0,0.8,2.0,2.0,0.0,0.0,6.0,0.33,0.25,3.0,0.33,0.0,5.0,0.4,0.0,5.0,0.4,0.0
LOLTMNT02_26537,9.0,0.22,0.0,0.0,9.0,0.44,4.0,5.0,0.0,0.0,10.0,0.7,1.0,2.0,0.0,1.0,3.0,1.0,1.5,6.0,0.33,1.5,4.0,0.75,5.0,3.0,0.33,0.0,4.0,0.75,0.0
LOLTMNT02_26550,4.0,0.5,0.5,1.0,9.0,0.33,0.5,5.0,0.4,0.5,2.0,0.0,0.67,7.0,0.86,0.67,2.0,0.0,2.0,9.0,1.0,8.0,2.0,0.0,5.0,2.0,1.0,0.0,5.0,0.4,0.0
LOLTMNT03_33278,5.0,0.2,0.0,0.0,3.0,0.67,1.5,4.0,0.5,1.5,2.0,0.5,8.0,1.0,0.0,1.0,4.0,0.5,4.5,2.0,0.5,1.5,2.0,1.0,1.0,2.0,0.0,0.17,5.0,0.6,0.0
LOLTMNT02_26558,6.0,0.5,2.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,14.0,0.79,3.5,2.0,0.0,0.6,5.0,0.6,3.5,6.0,0.0,0.2,1.0,1.0,1.0,2.0,0.0,0.0
LOLTMNT02_26584,2.0,0.0,0.11,0.0,1.0,1.0,14.0,1.0,0.0,0.8,5.0,0.8,0.25,6.0,0.33,4.0,6.0,0.83,1.67,1.0,0.0,0.0,3.0,0.67,1.4,3.0,0.33,0.0,4.0,0.75,1.0
LOLTMNT02_25579,4.0,0.5,0.5,1.0,9.0,0.33,0.5,2.0,1.0,1.0,2.0,0.0,0.67,7.0,0.86,0.67,1.0,0.0,0.0,9.0,1.0,8.0,2.0,0.0,5.0,2.0,1.0,0.0,5.0,0.4,0.0
LOLTMNT03_34235,2.0,0.0,0.5,0.0,9.0,0.78,3.0,7.0,0.71,0.14,5.0,0.4,2.5,6.0,0.67,1.25,1.0,1.0,1.5,5.0,0.4,0.0,7.0,0.71,6.0,3.0,0.33,0.0,7.0,0.71,0.0
LOLTMNT03_34244,9.0,0.78,3.0,1.0,5.0,0.4,0.67,4.0,1.0,0.33,6.0,0.67,0.33,5.0,0.8,7.0,3.0,0.33,0.75,7.0,0.71,6.0,8.0,0.75,1.0,7.0,0.71,0.0,8.0,0.62,0.25
LOLTMNT02_26642,6.0,0.83,1.5,1.0,1.0,0.0,1.33,5.0,0.8,1.67,3.0,0.0,0.25,3.0,1.0,7.0,1.0,0.0,1.0,3.0,1.0,4.0,12.0,0.5,0.0,3.0,1.0,0.5,2.0,0.0,0.0
LOLTMNT02_25665,7.0,0.14,1.2,0.0,10.0,0.5,4.0,7.0,0.29,5.0,8.0,0.62,0.5,5.0,0.2,3.0,4.0,0.75,2.67,2.0,0.0,0.5,3.0,0.67,4.0,11.0,0.45,2.0,4.0,0.5,0.0
LOLTMNT05_13165,1.0,0.0,0.33,0.0,7.0,0.57,1.0,4.0,0.5,0.0,7.0,0.57,2.0,1.0,0.0,0.33,5.0,0.8,2.5,2.0,0.0,0.2,10.0,0.5,1.25,7.0,0.57,1.0,7.0,0.71,0.0
LOLTMNT03_34248,3.0,0.67,1.5,1.0,4.0,0.25,1.0,5.0,0.4,3.0,1.0,0.0,1.0,7.0,0.43,2.0,1.0,0.0,0.0,5.0,0.6,6.0,5.0,0.2,0.5,1.0,1.0,0.0,6.0,0.33,0.0
LOLTMNT05_14228,3.0,0.33,1.0,0.0,2.0,0.5,0.0,2.0,0.0,0.25,13.0,0.62,2.0,2.0,0.0,1.5,7.0,0.43,0.75,3.0,0.33,1.5,7.0,0.57,1.0,1.0,0.0,0.0,2.0,0.5,0.5
LOLTMNT03_33323,2.0,0.5,2.0,1.0,6.0,0.5,0.5,3.0,0.33,0.5,3.0,0.33,0.57,3.0,0.33,2.0,1.0,0.0,1.5,2.0,0.5,2.0,3.0,0.67,1.5,2.0,0.5,0.0,9.0,0.67,0.67
LOLTMNT05_14237,7.0,0.86,2.0,1.0,1.0,0.0,0.0,4.0,1.0,7.0,5.0,0.6,2.0,2.0,0.5,0.5,5.0,0.4,1.5,5.0,1.0,0.5,1.0,0.0,0.67,8.0,0.75,0.33,2.0,0.5,0.0
LOLTMNT03_34283,3.0,1.0,0.25,1.0,2.0,0.0,1.5,1.0,1.0,3.0,6.0,0.67,0.0,1.0,1.0,3.0,1.0,0.0,0.33,2.0,0.5,5.0,5.0,0.4,0.5,3.0,0.67,1.0,1.0,0.0,0.25
LOLTMNT05_14246,1.0,0.0,0.0,0.0,9.0,0.56,3.0,5.0,0.6,0.0,10.0,0.6,0.67,3.0,0.33,0.25,9.0,0.56,0.5,2.0,0.5,2.75,5.0,0.8,11.0,2.0,0.5,0.67,1.0,1.0,1.0
LOLTMNT03_33353,2.0,0.5,1.0,1.0,3.0,0.33,0.0,2.0,0.5,1.0,1.0,0.0,0.43,6.0,0.5,0.43,6.0,0.33,2.5,5.0,0.2,11.0,1.0,0.0,0.0,3.0,0.67,11.0,9.0,0.67,0.2
LOLTMNT05_14253,2.0,0.5,1.0,0.0,9.0,0.56,0.5,2.0,0.0,0.6,5.0,0.8,0.0,1.0,0.0,3.0,5.0,0.6,4.0,1.0,0.0,0.0,6.0,0.5,3.0,2.0,0.0,0.0,10.0,0.5,0.0
LOLTMNT01_34400,5.0,0.8,0.67,1.0,1.0,0.0,0.33,4.0,0.75,3.0,1.0,0.0,0.5,4.0,0.5,6.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,2.5,3.0,1.0,0.0,3.0,0.0,0.0
LOLTMNT03_34311,4.0,0.75,8.0,1.0,2.0,0.5,1.0,6.0,0.17,0.67,2.0,0.0,0.33,4.0,0.75,4.0,1.0,0.0,0.33,3.0,1.0,1.5,6.0,0.5,0.67,4.0,1.0,0.0,3.0,0.67,0.4
LOLTMNT01_34408,1.0,0.0,0.5,0.0,4.0,0.75,0.0,2.0,0.5,0.4,4.0,0.75,3.0,1.0,0.0,0.5,3.0,0.33,6.0,5.0,0.6,0.0,5.0,0.8,1.0,7.0,0.43,0.2,2.0,0.5,1.0
LOLTMNT01_35439,4.0,0.5,0.0,0.0,4.0,0.75,1.0,2.0,0.0,0.25,4.0,0.25,1.0,1.0,0.0,0.67,4.0,0.75,6.0,2.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,0.75,0.0
LOLTMNT01_34432,2.0,1.0,0.83,1.0,1.0,0.0,0.4,2.0,0.5,1.0,1.0,0.0,0.33,2.0,0.5,8.0,2.0,0.0,2.0,6.0,0.5,0.5,1.0,0.0,0.33,5.0,0.6,1.0,3.0,0.0,0.0
LOLTMNT01_34450,3.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.25,2.0,1.0,5.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.33,1.0,1.0,0.0,2.0,0.5,2.0
LOLTMNT01_35473,5.0,0.4,0.6,0.0,7.0,0.71,2.0,6.0,0.5,0.0,4.0,0.75,4.0,1.0,0.0,0.25,4.0,0.75,9.0,3.0,0.0,0.0,7.0,1.0,9.0,2.0,0.0,0.0,7.0,0.86,2.0
LOLTMNT01_35474,5.0,0.6,0.5,1.0,6.0,0.5,0.4,1.0,1.0,3.0,8.0,0.62,0.0,4.0,1.0,8.0,1.0,0.0,0.0,5.0,0.6,7.0,1.0,0.0,1.5,3.0,0.67,1.0,1.0,0.0,0.2
LOLTMNT01_34458,3.0,0.67,0.75,0.0,1.0,1.0,1.5,1.0,0.0,0.0,4.0,0.75,12.0,2.0,0.0,0.43,3.0,0.67,1.5,2.0,0.0,0.6,1.0,1.0,5.0,6.0,0.5,0.25,5.0,0.4,0.0
LOLTMNT02_25853,4.0,0.75,9.0,1.0,1.0,0.0,0.17,10.0,0.7,1.0,3.0,0.0,0.33,6.0,0.83,0.33,13.0,0.38,0.5,2.0,0.5,2.0,8.0,0.5,0.5,1.0,1.0,1.0,6.0,0.5,1.0
LOLTMNT02_25865,14.0,0.43,4.0,1.0,1.0,0.0,0.0,6.0,0.5,0.0,12.0,0.58,0.2,13.0,0.38,0.5,4.0,0.25,0.0,7.0,0.29,1.0,3.0,0.33,0.0,9.0,0.44,0.33,6.0,0.33,0.0
