gameid,Bluetopgp,Bluetopwr,Bluetopkda10,Bluetopkda15,Bluetopgolddiffat10,Bluetopgolddiffat15,Redtopgp,Redtopwr,Redtopkda10,Redtopkda15,Redtopgolddiffat10,Redtopgolddiffat15,Bluejnggp,Bluejngwr,Bluejngkda10,Bluejngkda15,Bluejnggolddiffat10,Bluejnggolddiffat15,Redjnggp,Redjngwr,Redjngkda10,Redjngkda15,Redjnggolddiffat10,Redjnggolddiffat15,Bluemidgp,Bluemidwr,Bluemidkda10,Bluemidkda15,Bluemidgolddiffat10,Bluemidgolddiffat15,Redmidgp,Redmidwr,Redmidkda10,Redmidkda15,Redmidgolddiffat10,Redmidgolddiffat15,Bluebotgp,Bluebotwr,Bluebotkda10,Bluebotkda15,Bluebotgolddiffat10,Bluebotgolddiffat15,Redbotgp,Redbotwr,Redbotkda10,Redbotkda15,Redbotgolddiffat10,Redbotgolddiffat15,Bluesupgp,Bluesupwr,Bluesupkda10,Bluesupkda15,Bluesupgolddiffat10,Bluesupgolddiffat15,Redsupgp,Redsupwr,Redsupkda10,Redsupkda15,Redsupgolddiffat10,Redsupgolddiffat15,firsttower,firstblood,firstherald,firstbaron,firstdragon,result
LOLTMNT01_32044,6.0,0.5,0.33,0.44,32.33,377.33,2.0,0.0,0.0,0.0,-346.0,-1110.5,2.0,0.5,0.0,0.2,-188.0,-116.0,2.0,0.0,0.0,0.25,-185.5,-725.0,1.0,1.0,0.0,1.0,25.0,-1.0,1.0,0.0,0.0,0.0,-25.0,1.0,4.0,0.75,0.5,2.62,-45.5,127.75,1.0,0.0,0.0,0.0,-1071.0,-1153.0,4.0,0.5,0.0,0.5,243.25,227.25,1.0,0.0,0.0,0.0,-308.0,-665.0,1.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT01_31121,8.0,0.75,0.38,1.21,-46.88,-191.88,1.0,0.0,0.0,0.0,-610.0,-738.0,1.0,1.0,1.0,2.0,840.0,210.0,2.0,0.5,1.5,2.67,415.0,844.0,3.0,1.0,0.0,2.75,89.67,468.0,2.0,0.0,0.0,0.71,-359.5,-867.0,5.0,0.6,1.0,1.26,234.8,5.0,3.0,0.0,0.0,0.36,-743.33,-1397.33,4.0,1.0,0.0,0.22,21.5,363.0,1.0,0.0,0.0,0.0,-212.0,-398.0,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT01_31134,4.0,0.75,0.0,1.0,-9.75,-130.0,1.0,0.0,0.0,0.0,-623.0,-1401.0,9.0,0.78,0.44,0.96,2.78,195.89,3.0,0.33,0.0,0.29,-290.67,-293.0,2.0,1.0,0.5,2.25,287.5,631.5,2.0,0.0,0.0,1.0,-211.0,-855.0,5.0,0.4,0.6,2.07,-99.0,-107.0,4.0,0.25,0.25,0.92,237.0,250.5,2.0,1.0,0.0,0.0,-52.5,-360.0,1.0,0.0,0.0,0.67,249.0,873.0,0.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT03_32083,6.0,0.5,0.33,0.95,251.33,871.5,5.0,0.8,0.4,2.2,174.4,-768.2,3.0,0.33,1.0,1.0,312.0,527.0,1.0,1.0,0.0,1.0,86.0,-569.0,1.0,0.0,0.0,0.5,-935.0,-183.0,2.0,1.0,0.67,1.33,285.0,-180.5,2.0,0.5,0.0,2.5,-343.0,-964.5,4.0,1.0,0.75,4.8,190.0,246.0,1.0,0.0,0.0,0.0,-582.0,-978.0,3.0,1.0,0.0,1.67,195.67,281.67,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT03_31152,6.0,0.5,0.33,0.95,251.33,871.5,4.0,1.0,0.0,1.88,-383.5,-179.75,2.0,0.0,0.0,0.2,-150.0,-280.0,6.0,0.83,0.5,1.89,262.17,489.67,1.0,0.0,0.0,0.0,-4.0,-314.0,2.0,1.0,0.5,2.33,173.5,462.5,7.0,0.71,0.43,1.25,238.43,100.29,7.0,0.86,0.89,4.62,376.43,882.57,7.0,0.71,0.43,0.36,-90.29,-243.0,5.0,1.0,0.2,2.83,411.0,911.2,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT03_31162,2.0,0.0,0.5,0.67,627.5,1506.0,11.0,0.45,0.27,2.21,-329.36,-496.27,5.0,0.2,0.4,0.4,-49.2,-134.6,4.0,0.75,0.0,0.82,-48.5,-77.25,6.0,0.5,0.33,1.85,-151.67,43.33,6.0,0.83,0.83,3.08,83.17,-164.83,3.0,0.0,0.67,0.4,266.0,287.0,2.0,0.5,0.0,1.4,-867.0,-1501.0,4.0,0.0,0.0,0.09,-17.25,-249.0,4.0,0.25,0.0,0.27,-3.5,30.5,1.0,1.0,1.0,0.0,1.0,0.0
LOLTMNT03_32104,11.0,0.45,0.27,2.21,-329.36,-496.27,3.0,0.0,0.25,0.29,-162.67,-533.67,1.0,1.0,0.0,2.0,-107.0,106.0,1.0,0.0,0.0,0.67,107.0,-106.0,4.0,0.5,0.6,0.88,-344.75,-845.5,1.0,0.0,0.0,0.0,-741.0,-770.0,1.0,1.0,0.0,3.0,23.0,14.0,2.0,0.0,0.0,0.0,-274.5,-580.5,1.0,1.0,0.0,1.0,185.0,242.0,2.0,0.0,0.0,0.2,-116.0,-250.0,1.0,0.0,0.0,1.0,1.0,1.0
LOLTMNT02_22165,3.0,0.0,0.0,0.08,-272.67,-212.33,2.0,1.0,0.0,1.2,63.5,62.0,5.0,0.0,0.2,0.5,135.8,93.2,1.0,1.0,0.0,0.33,-714.0,-878.0,7.0,0.14,0.0,0.67,-52.29,54.0,10.0,0.2,0.1,0.56,-139.4,-97.8,7.0,0.14,0.25,0.75,280.0,580.86,5.0,0.4,0.0,1.07,-356.2,-1169.0,5.0,0.2,0.4,0.5,74.0,200.0,7.0,0.29,0.0,0.06,-206.29,-540.57,1.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_21206,6.0,0.17,0.17,0.82,-216.5,-228.33,13.0,0.38,0.23,0.46,-74.85,-237.85,8.0,0.5,0.12,0.74,26.0,65.62,8.0,0.5,0.44,0.55,86.0,109.0,5.0,0.2,0.0,0.71,-332.2,-281.4,11.0,0.36,0.17,0.79,-303.82,-137.27,7.0,0.14,0.25,0.75,280.0,580.86,5.0,0.4,0.0,1.07,-356.2,-1169.0,5.0,0.2,0.4,0.5,74.0,200.0,7.0,0.29,0.0,0.06,-206.29,-540.57,0.0,1.0,0.0,0.0,1.0,0.0
LOLTMNT02_22225,14.0,0.93,0.29,2.1,62.71,148.57,2.0,0.5,0.0,0.67,332.0,314.0,12.0,0.83,0.17,0.44,-141.42,-221.83,4.0,0.75,0.25,0.88,-132.75,-458.5,9.0,0.78,0.11,2.63,125.44,671.44,3.0,1.0,0.33,1.33,451.67,490.33,12.0,0.75,0.38,1.79,-102.08,93.25,12.0,0.75,0.31,2.39,314.0,363.25,7.0,0.57,0.0,0.3,-98.43,-54.43,3.0,0.67,0.0,0.0,136.0,717.67,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT02_21273,1.0,0.0,1.0,0.5,937.0,734.0,14.0,0.93,0.29,2.1,62.71,148.57,7.0,0.29,0.75,0.79,168.86,29.0,6.0,0.67,0.14,0.38,-651.0,-706.5,10.0,0.5,0.2,1.35,-14.6,-96.2,4.0,0.75,0.5,2.3,277.75,606.5,1.0,0.0,0.0,2.0,214.0,-777.0,9.0,0.78,0.33,2.39,-55.44,170.78,1.0,0.0,0.0,0.67,544.0,838.0,2.0,1.0,0.0,0.5,-176.0,-204.5,1.0,1.0,1.0,0.0,0.0,0.0
LOLTMNT02_21295,1.0,0.0,0.0,0.4,141.0,-2.0,8.0,0.88,0.33,1.11,270.75,403.25,1.0,0.0,0.0,0.29,67.0,-150.0,6.0,0.67,0.14,0.38,-651.0,-706.5,10.0,0.5,0.2,1.35,-14.6,-96.2,3.0,1.0,0.67,3.5,442.67,1028.33,1.0,0.0,0.0,0.75,-1028.0,-2439.0,9.0,0.78,0.33,2.39,-55.44,170.78,2.0,0.0,0.0,0.0,-100.0,-114.0,2.0,1.0,0.0,0.5,-176.0,-204.5,0.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT02_21435,6.0,0.5,0.0,0.9,-108.17,-49.67,3.0,0.67,0.33,1.0,307.67,312.33,9.0,0.33,0.8,0.77,6.67,263.56,3.0,0.67,0.33,0.83,155.67,334.0,6.0,0.67,0.17,2.25,-30.33,-292.5,2.0,0.5,1.0,2.5,-368.0,-453.5,13.0,0.69,0.82,1.85,169.92,211.85,2.0,0.5,0.0,0.71,-172.5,-269.5,2.0,0.0,0.5,1.67,99.5,191.5,1.0,1.0,0.0,0.0,245.0,330.0,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT02_22425,2.0,0.0,0.0,0.43,99.5,-89.5,2.0,1.0,0.0,1.5,-212.5,-300.0,4.0,0.0,0.5,0.61,-30.75,-53.0,6.0,0.5,1.17,1.32,26.83,-73.17,2.0,0.0,0.5,0.55,-111.0,-518.5,4.0,0.75,0.0,1.88,-116.75,175.75,2.0,0.0,1.0,0.78,122.5,-51.0,4.0,0.75,0.33,1.28,-65.25,-115.25,1.0,0.0,0.0,0.2,-292.0,-420.0,3.0,0.67,0.0,0.5,125.33,53.33,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT04_19106,1.0,0.0,1.0,0.2,296.0,416.0,1.0,1.0,0.0,0.0,-296.0,-416.0,1.0,0.0,0.0,0.0,-558.0,-543.0,2.0,1.0,0.67,2.0,-26.5,132.0,4.0,0.75,0.75,2.0,305.5,1095.75,2.0,1.0,1.5,6.0,-220.0,-258.5,2.0,0.0,1.0,1.2,-159.0,-552.5,3.0,1.0,1.67,2.0,19.0,-129.67,1.0,0.0,1.0,0.2,-253.0,-754.0,4.0,0.75,0.2,2.22,-54.75,231.5,1.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT01_32292,2.0,0.0,0.0,1.17,-346.5,-390.0,1.0,1.0,0.0,0.67,73.0,-194.0,1.0,0.0,0.0,0.17,-103.0,-397.0,2.0,0.5,0.0,0.67,-412.5,-565.5,2.0,0.5,0.0,2.5,324.5,21.5,1.0,1.0,0.0,7.0,-307.0,-93.0,1.0,0.0,0.0,0.0,49.0,-803.0,5.0,0.2,0.33,1.94,-464.2,-528.4,1.0,0.0,0.0,0.2,-462.0,-831.0,1.0,1.0,1.0,1.0,462.0,831.0,1.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT04_19119,3.0,0.0,0.25,0.43,130.67,-18.67,1.0,1.0,1.0,1.0,420.0,681.0,1.0,0.0,0.0,0.5,-116.0,-293.0,4.0,1.0,0.0,0.33,-104.0,-22.5,1.0,0.0,0.0,0.4,-768.0,-393.0,1.0,1.0,2.0,1.5,768.0,393.0,2.0,0.0,0.0,0.25,-362.0,-429.5,3.0,0.67,1.0,2.14,329.33,763.33,1.0,0.0,0.0,0.0,166.0,128.0,2.0,0.5,0.0,1.0,-190.5,-160.5,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT02_21487,4.0,0.5,1.0,1.33,1154.0,1521.5,3.0,0.33,0.0,0.67,-950.0,-1066.0,4.0,0.75,0.25,3.67,479.25,1349.5,1.0,0.0,0.0,0.0,-1458.0,-3088.0,3.0,0.67,0.67,0.44,153.67,-137.0,6.0,0.33,0.12,0.33,-143.83,-530.5,3.0,1.0,0.0,2.8,-190.67,-94.33,4.0,0.5,0.25,2.43,80.25,-706.25,3.0,0.67,0.0,0.14,-45.67,21.33,1.0,0.0,0.0,0.0,-61.0,-557.0,1.0,1.0,1.0,1.0,0.0,1.0
LOLTMNT05_12117,3.0,0.67,0.0,1.8,-796.33,-1297.0,9.0,0.67,0.22,1.83,92.56,468.0,1.0,1.0,0.0,1.0,-804.0,-201.0,1.0,0.0,1.0,0.25,804.0,201.0,5.0,0.4,0.2,1.25,41.2,91.6,3.0,0.33,0.33,2.13,-156.0,353.67,2.0,1.0,0.0,8.33,131.0,567.5,6.0,0.5,0.44,1.43,-312.5,-579.33,3.0,0.67,0.33,0.8,292.67,638.67,6.0,0.83,0.0,0.24,53.0,47.17,0.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT01_31354,8.0,0.75,0.38,1.21,-46.88,-191.88,1.0,0.0,1.0,2.0,1035.0,1388.0,4.0,0.5,0.0,0.25,-563.75,-780.0,6.0,0.67,0.33,0.69,248.17,348.67,2.0,1.0,0.0,3.0,-35.5,161.0,8.0,0.62,0.0,1.73,226.25,551.0,5.0,0.8,0.8,1.88,-5.6,-279.8,2.0,0.0,0.67,1.43,215.0,-78.5,4.0,1.0,0.25,0.5,158.5,295.5,1.0,0.0,0.0,0.0,303.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_21514,1.0,1.0,0.0,0.4,49.0,-325.0,8.0,0.62,0.25,1.16,-261.75,-424.75,2.0,0.5,1.0,1.0,504.5,562.5,1.0,0.0,0.0,0.0,-918.0,-1257.0,2.0,1.0,0.5,4.67,79.5,268.5,3.0,0.33,0.5,0.56,-82.67,-330.0,4.0,1.0,0.75,1.5,556.5,513.75,1.0,0.0,0.0,0.5,-761.0,-1052.0,2.0,1.0,0.0,1.0,149.0,6.5,1.0,0.0,0.0,0.14,30.0,144.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT04_18202,3.0,0.67,0.0,0.44,-322.67,-761.0,3.0,0.67,0.67,1.13,378.67,525.0,1.0,1.0,0.5,1.0,161.0,-46.0,2.0,0.0,0.5,0.67,-16.0,139.5,2.0,0.5,1.0,1.5,200.0,49.5,5.0,0.8,0.2,2.17,-67.8,200.6,3.0,0.33,0.67,1.67,364.0,761.0,1.0,0.0,0.0,0.0,-104.0,-1216.0,2.0,0.5,0.0,0.33,-462.0,-586.5,1.0,0.0,1.0,0.5,597.0,595.0,1.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT05_11139,4.0,0.5,0.0,0.53,-243.0,-161.25,9.0,0.56,0.09,1.28,-354.11,-440.33,4.0,0.25,1.0,0.93,540.0,395.25,7.0,0.43,0.5,0.52,33.86,-185.71,1.0,0.0,1.0,2.67,259.0,168.0,12.0,0.83,0.5,2.7,148.75,502.5,1.0,0.0,2.0,1.33,277.0,1077.0,3.0,0.67,1.67,1.71,431.33,352.33,1.0,0.0,0.0,0.0,82.0,610.0,2.0,0.5,0.0,0.07,-276.5,-605.5,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT04_18208,3.0,0.33,0.33,1.29,-458.67,-583.0,2.0,0.0,0.0,0.44,-467.0,-56.0,1.0,1.0,0.0,2.5,544.0,1823.0,4.0,0.75,0.25,1.62,-219.75,-329.0,3.0,0.33,0.33,0.55,27.67,-174.0,2.0,0.0,0.0,0.12,7.0,-643.0,4.0,0.75,0.5,2.62,-45.5,127.75,1.0,0.0,0.0,0.75,145.0,417.0,1.0,1.0,0.0,0.33,39.0,-13.0,1.0,0.0,0.0,0.0,-39.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT02_22535,11.0,0.91,0.36,1.68,-156.82,-181.91,1.0,0.0,1.0,1.0,-135.0,-533.0,8.0,0.88,0.25,0.79,-61.75,3.62,2.0,0.5,0.0,0.5,305.5,230.0,2.0,0.5,0.0,1.33,-542.0,-687.0,7.0,0.43,0.29,1.28,473.14,982.0,1.0,1.0,1.0,4.0,1290.0,2960.0,2.0,0.5,1.5,2.33,156.5,-144.0,1.0,1.0,1.0,0.5,417.0,709.0,1.0,0.0,0.0,0.0,-417.0,-709.0,1.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT04_19139,1.0,0.0,0.0,0.4,228.0,-344.0,5.0,0.6,0.2,0.71,93.0,598.6,2.0,0.0,0.0,0.18,91.0,81.5,2.0,0.5,0.0,1.0,-365.0,-510.5,4.0,0.5,0.0,3.25,-110.5,-358.0,1.0,1.0,0.0,12.0,-215.0,-369.0,1.0,0.0,2.0,0.5,392.0,779.0,5.0,0.6,0.8,2.0,541.6,350.2,3.0,0.0,0.33,0.28,341.33,645.33,10.0,0.7,0.08,0.26,31.6,259.0,1.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT05_11152,3.0,0.0,0.33,0.42,240.33,-205.0,4.0,0.5,0.5,1.44,49.0,-252.0,6.0,0.0,0.29,0.26,-325.67,-561.33,1.0,1.0,3.0,0.67,499.0,705.0,2.0,0.0,1.0,0.29,22.5,-15.5,2.0,0.5,0.0,0.62,-299.0,-364.5,1.0,0.0,1.0,4.0,-2.0,-100.0,2.0,0.5,0.33,1.29,-211.5,-1166.5,1.0,0.0,0.0,0.4,-263.0,-273.0,3.0,0.67,0.33,0.3,281.33,130.0,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT04_19142,3.0,0.33,0.33,0.71,-70.67,-260.33,2.0,0.5,0.5,0.83,-376.0,-992.5,5.0,0.4,0.4,0.94,-0.2,173.0,3.0,0.67,0.67,0.53,174.33,308.33,1.0,0.0,4.0,1.4,1147.0,1924.0,1.0,1.0,0.0,1.0,-1147.0,-1924.0,3.0,0.67,2.33,3.57,433.67,529.67,2.0,0.5,0.0,1.0,271.0,-27.0,1.0,0.0,0.0,0.33,260.0,271.0,2.0,0.5,0.0,0.0,-325.5,-442.0,0.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT02_21552,2.0,0.5,0.5,0.71,103.5,323.5,1.0,1.0,0.0,1.0,-673.0,-809.0,2.0,0.0,0.0,1.14,238.0,468.5,5.0,1.0,0.33,0.61,-257.2,-129.8,1.0,0.0,0.0,1.25,-447.0,-603.0,4.0,0.75,0.5,1.79,210.0,220.25,1.0,0.0,0.0,0.33,-495.0,-1225.0,6.0,0.83,0.43,2.0,176.83,322.67,1.0,0.0,1.0,0.33,325.0,665.0,4.0,0.5,0.0,0.26,-190.25,-60.5,0.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT04_18219,3.0,0.0,0.0,0.8,-331.67,-310.0,1.0,1.0,1.0,7.0,573.0,373.0,1.0,0.0,0.0,0.4,-373.0,-1406.0,1.0,1.0,0.5,1.25,373.0,1406.0,3.0,0.0,0.67,0.69,111.0,-712.67,3.0,0.33,0.5,1.0,-762.0,-640.0,1.0,0.0,0.0,0.75,81.0,37.0,3.0,1.0,0.5,2.5,-8.0,389.33,7.0,0.29,0.0,0.12,16.0,-133.29,1.0,1.0,0.0,0.0,-150.0,-267.0,1.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT05_12149,5.0,0.4,0.17,0.71,-334.0,-465.0,1.0,1.0,2.0,5.0,364.0,246.0,2.0,0.5,1.5,1.5,592.0,201.0,3.0,0.67,0.33,0.33,52.0,74.33,3.0,0.0,0.0,0.86,113.33,607.0,5.0,0.6,0.0,1.44,-278.4,-428.2,1.0,0.0,0.0,1.0,158.0,-4.0,3.0,0.67,0.33,2.5,232.33,372.33,2.0,0.0,0.0,0.0,35.5,-105.0,1.0,1.0,0.0,0.0,-108.0,271.0,0.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT03_32323,7.0,0.71,0.14,1.5,-249.0,-68.14,2.0,0.0,0.5,1.5,22.0,-355.5,4.0,0.75,0.0,0.82,-48.5,-77.25,2.0,0.0,1.5,0.43,170.0,-279.0,2.0,1.0,1.0,5.5,435.0,1720.5,2.0,0.0,1.0,0.6,-126.0,-1331.5,5.0,0.6,1.2,1.92,-166.8,-355.2,10.0,0.4,0.27,1.29,161.7,158.5,4.0,0.75,0.0,0.11,46.0,-11.5,8.0,0.12,0.25,0.21,-274.0,-575.12,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_31400,6.0,0.67,0.5,1.4,273.67,67.67,2.0,0.5,0.5,3.33,328.5,1253.5,4.0,0.75,0.0,0.82,-48.5,-77.25,3.0,0.33,0.0,1.7,-17.0,-388.0,5.0,0.6,0.33,0.55,-187.0,-47.6,8.0,0.5,0.67,1.07,-161.38,-546.38,2.0,1.0,0.67,2.6,26.5,-119.5,5.0,0.2,1.0,0.81,-38.4,95.2,2.0,1.0,0.0,0.57,56.5,28.0,5.0,0.2,0.6,0.29,110.4,214.4,0.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT03_32335,10.0,0.4,0.0,0.6,-432.1,-516.7,9.0,0.78,0.33,1.58,387.0,648.44,2.0,0.5,0.67,0.67,-284.0,-428.5,4.0,1.0,0.75,1.62,35.75,59.5,3.0,0.0,0.33,0.46,-61.67,-417.33,1.0,1.0,0.0,1.5,270.0,531.0,3.0,0.33,0.25,1.11,16.33,268.0,3.0,1.0,0.0,2.25,265.33,-82.67,2.0,0.0,0.0,0.0,50.5,-47.0,1.0,1.0,0.0,2.0,111.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT03_32337,3.0,1.0,0.67,2.6,313.67,1149.67,10.0,0.4,0.0,0.6,-432.1,-516.7,3.0,0.33,1.0,1.0,312.0,527.0,3.0,0.33,0.33,0.78,-184.67,-161.33,2.0,0.5,0.5,1.14,201.0,290.5,6.0,0.17,0.5,1.06,219.83,263.17,7.0,0.71,0.71,2.57,375.43,762.14,1.0,0.0,0.0,0.17,-96.0,-776.0,3.0,0.67,0.0,0.67,-247.67,-207.33,3.0,0.33,0.0,0.22,353.67,437.67,1.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT02_21624,2.0,0.5,0.5,2.0,337.0,467.5,11.0,0.36,0.09,1.12,-491.18,-822.73,9.0,0.22,0.1,0.86,-196.22,-194.11,1.0,0.0,0.0,0.25,-20.0,-312.0,2.0,1.0,0.0,3.5,293.0,472.0,4.0,0.5,0.25,2.43,-88.0,12.75,2.0,0.5,0.5,4.5,455.0,358.0,2.0,0.0,1.0,0.83,-1.0,-127.0,2.0,0.5,0.0,0.0,108.0,138.0,7.0,0.43,0.14,0.36,-166.71,-238.71,1.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT02_22621,25.0,0.56,0.12,1.33,-123.32,-5.92,5.0,0.6,0.4,1.33,363.4,434.6,4.0,0.5,0.5,0.38,216.0,-0.75,8.0,0.38,1.2,0.87,402.25,650.0,3.0,0.33,0.33,1.0,-386.67,-689.67,1.0,1.0,1.0,5.0,779.0,1083.0,11.0,0.55,0.91,1.83,419.0,1003.45,15.0,0.6,0.93,2.67,298.4,729.13,2.0,0.5,0.0,0.5,-121.5,-255.5,3.0,0.67,0.33,0.83,401.33,684.33,0.0,1.0,0.0,0.0,0.0,0.0
LOLTMNT02_21623,6.0,0.0,0.17,0.44,-272.83,-873.0,11.0,0.55,0.0,1.0,-206.82,-182.36,12.0,0.08,0.25,0.21,-413.92,-726.33,15.0,0.6,0.47,0.62,-58.8,-101.4,4.0,0.5,0.29,1.25,-67.75,-492.0,7.0,0.86,0.57,2.31,109.86,112.0,4.0,0.0,0.33,1.0,-747.75,-755.25,4.0,0.5,0.5,0.86,-349.0,-641.0,4.0,0.0,0.0,0.31,-588.25,-861.5,7.0,0.86,0.43,1.75,190.86,392.57,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT02_22632,11.0,0.36,0.09,1.12,-491.18,-822.73,2.0,0.5,0.0,0.25,406.0,444.5,6.0,0.33,0.33,0.81,125.17,123.0,2.0,0.5,0.5,1.25,124.5,487.0,11.0,0.55,0.18,1.03,-65.55,-163.91,3.0,0.67,1.33,1.6,577.67,535.67,4.0,0.5,0.75,1.4,117.25,59.25,1.0,1.0,2.0,15.0,47.0,1102.0,7.0,0.43,0.62,0.39,127.71,87.71,2.0,0.5,0.0,0.14,-412.5,-558.5,1.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_22633,12.0,0.33,0.25,1.08,-50.25,67.58,2.0,0.5,0.5,1.0,234.0,208.5,4.0,0.25,0.25,0.36,-126.25,-379.75,8.0,0.38,0.88,1.0,109.88,284.75,1.0,1.0,2.0,10.0,-46.0,-8.0,5.0,0.0,0.0,0.79,-125.4,-227.8,7.0,0.43,0.56,0.97,157.14,57.71,1.0,0.0,0.0,0.67,-389.0,1188.0,1.0,1.0,0.0,0.25,46.0,-23.0,1.0,0.0,0.0,0.0,-46.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT02_21639,10.0,0.7,0.5,1.5,5.2,469.9,3.0,0.0,0.0,0.7,-110.33,-216.33,4.0,0.5,0.75,0.73,178.25,414.0,8.0,0.38,1.2,0.87,402.25,650.0,3.0,0.33,0.33,1.0,-386.67,-689.67,2.0,0.0,0.0,0.14,126.5,-218.0,8.0,0.62,0.25,2.0,13.0,-33.5,15.0,0.6,0.93,2.67,298.4,729.13,13.0,0.46,0.0,0.08,-238.62,-453.69,3.0,0.67,0.33,0.83,401.33,684.33,0.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT02_22648,16.0,0.62,0.29,0.8,-206.12,-363.19,6.0,0.33,0.17,0.89,403.0,768.67,8.0,0.38,1.2,0.87,402.25,650.0,6.0,0.5,0.33,0.29,-268.17,-533.5,2.0,0.5,0.5,3.67,8.0,-9.5,12.0,0.58,0.21,1.42,-33.58,166.08,15.0,0.6,0.93,2.67,298.4,729.13,8.0,0.62,0.25,2.0,13.0,-33.5,2.0,0.5,0.0,0.4,20.0,444.5,13.0,0.46,0.0,0.08,-238.62,-453.69,0.0,1.0,1.0,0.0,1.0,0.0
LOLTMNT02_21656,11.0,0.55,0.0,1.0,-206.82,-182.36,6.0,0.0,0.17,0.44,-272.83,-873.0,15.0,0.6,0.47,0.62,-58.8,-101.4,2.0,0.0,0.0,0.38,-381.0,-738.0,7.0,0.86,0.57,2.31,109.86,112.0,4.0,0.0,0.75,0.72,264.25,36.5,4.0,0.5,0.5,0.86,-349.0,-641.0,3.0,0.0,0.75,0.5,-488.33,-1095.33,2.0,1.0,1.0,2.6,214.0,103.0,2.0,0.0,0.33,0.1,-383.5,-614.5,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT02_21688,3.0,0.0,0.0,0.14,156.33,336.67,2.0,1.0,0.5,1.0,203.0,656.0,8.0,0.0,0.62,0.38,118.75,-183.62,12.0,0.42,0.33,0.68,150.42,167.33,15.0,0.2,0.07,0.73,-90.13,-284.0,1.0,1.0,0.0,2.0,-93.0,-833.0,4.0,0.25,1.25,1.69,314.25,94.0,7.0,0.57,0.43,2.92,276.0,735.57,6.0,0.5,0.0,0.07,-149.33,-376.0,9.0,0.67,0.22,0.42,12.44,136.44,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT02_21701,3.0,0.0,0.0,0.14,156.33,336.67,1.0,1.0,0.0,2.0,-273.0,-675.0,7.0,0.57,0.29,0.56,91.29,170.71,12.0,0.42,0.33,0.68,150.42,167.33,15.0,0.2,0.07,0.73,-90.13,-284.0,3.0,1.0,0.67,4.67,181.0,293.0,2.0,0.0,0.0,0.43,-725.0,-877.5,7.0,0.57,0.43,2.92,276.0,735.57,3.0,0.0,0.0,0.17,29.67,132.67,9.0,0.67,0.22,0.42,12.44,136.44,1.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_22739,8.0,0.62,0.0,0.37,-344.12,-858.75,3.0,0.33,1.0,1.33,454.33,509.33,11.0,0.64,0.64,1.1,-16.91,108.55,5.0,0.6,0.2,1.33,92.0,267.2,11.0,0.64,0.18,1.33,216.91,221.45,12.0,0.25,0.0,0.68,-151.42,-265.75,1.0,1.0,1.0,3.0,186.0,741.0,13.0,0.46,0.77,2.11,275.46,336.23,3.0,0.67,0.75,1.6,247.33,499.0,4.0,0.0,0.2,0.11,-241.25,-610.5,1.0,0.0,1.0,1.0,0.0,1.0
