gameid,side,position,teamname,teamid,result,firstblood,team kpm,firstdragon,firstherald,firstbaron,firsttower
LOLTMNT01_48663,Red,team,DRX Challengers,oe:team:55b3d6b2c940afa4e24978c55dfea27,0,0.0,0.1929,0.0,0.0,0.0,0.0
LOLTMNT01_47788,Blue,team,FURY Global,oe:team:6b379ef5d9ba6269ee1ec9e37f54cb7,0,0.0,0.2658,1.0,0.0,0.0,1.0
LOLTMNT01_47788,Red,team,Antic Esports,oe:team:22fca4d0e6f23af1d0bfc7b3b4de18c,1,1.0,0.9114,0.0,1.0,1.0,0.0
10701-10701_game_2,Blue,team,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,0,0.0,0.4124,,,,
10701-10701_game_2,Red,team,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,1,1.0,0.6186,,,,
10701-10701_game_3,Blue,team,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,0,0.0,0.1825,,,,
10701-10701_game_3,Red,team,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,1,1.0,0.3041,,,,
LOLTMNT01_48687,Blue,team,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,0,1.0,0.1939,0.0,1.0,1.0,1.0
LOLTMNT01_48687,Red,team,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,1,0.0,0.412,1.0,0.0,0.0,0.0
10702-10702_game_1,Blue,team,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,1.0,0.1388,,,,
10702-10702_game_1,Red,team,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,1,0.0,0.3885,,,,
LOLTMNT01_47847,Blue,team,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,0,0.0,0.2231,0.0,0.0,1.0,1.0
LOLTMNT01_47847,Red,team,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,1,1.0,0.3793,1.0,1.0,0.0,0.0
10702-10702_game_2,Blue,team,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,1,0.0,0.3674,,,,
10702-10702_game_2,Red,team,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,1.0,0.281,,,,
LOLTMNT01_48838,Blue,team,GLORE,oe:team:5e86e312935ad545ee215e67adcee9c,1,1.0,0.5607,1.0,0.0,1.0,1.0
LOLTMNT01_48838,Red,team,BRUTE,oe:team:ddb6aa775eebeffd5cc41ba5c35c6a1,0,0.0,0.3204,0.0,1.0,0.0,0.0
LOLTMNT04_24556,Blue,team,Back2TheGame,oe:team:544b70d08c7df83ccb74d08a677b902,1,1.0,0.4187,0.0,1.0,1.0,1.0
LOLTMNT04_24556,Red,team,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,0,0.0,0.1288,1.0,0.0,0.0,0.0
LOLTMNT01_48925,Blue,team,Team UNiTY,oe:team:6e322bda09963acbe90845ce95e76f4,1,0.0,0.6904,0.0,1.0,1.0,0.0
LOLTMNT01_48925,Red,team,eSuba,oe:team:3faefd9245a4ef6ba347fbcf2a51515,0,1.0,0.1644,1.0,0.0,0.0,1.0
LOLTMNT04_24568,Blue,team,Zero Tenacity,oe:team:125fc4d6b0dc1b21596f4f06a207d62,1,0.0,0.7776,0.0,1.0,1.0,1.0
LOLTMNT04_24568,Red,team,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,0,1.0,0.3274,1.0,0.0,0.0,0.0
LOLTMNT01_49077,Blue,team,Myth Esports,oe:team:04bb54d81b8d6daaaf0eee289e9eb03,1,1.0,0.881,0.0,0.0,0.0,0.0
LOLTMNT01_49077,Red,team,Once Upon A Team,oe:team:e1cbefa2c9766f5deaa96d958a31e89,0,0.0,0.3333,1.0,1.0,1.0,1.0
LOLTMNT01_48990,Blue,team,OGC Sigma Esports,oe:team:df3a003b928fe81923968edd1e34644,0,0.0,0.5026,1.0,1.0,0.0,1.0
LOLTMNT01_48990,Red,team,Dynamo Eclot,oe:team:e3f89acb10ecd65327fa954ff2ec047,1,1.0,0.4308,0.0,0.0,1.0,0.0
LOLTMNT04_24594,Blue,team,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,1,1.0,0.649,0.0,0.0,1.0,1.0
LOLTMNT04_24594,Red,team,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,0,0.0,0.4327,1.0,1.0,0.0,0.0
LOLTMNT01_50038,Blue,team,Vivo Keyd Stars Academy,oe:team:bf6f1cbd7a25bd88bbfdaf1c20366c1,0,0.0,0.2383,0.0,1.0,0.0,0.0
LOLTMNT01_50038,Red,team,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,1,1.0,0.5065,1.0,0.0,1.0,1.0
LOLTMNT01_50027,Blue,team,One Way Esports,oe:team:a181ac52921fccf36966206cb6591b0,1,0.0,0.4719,1.0,1.0,1.0,1.0
LOLTMNT01_50027,Red,team,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,1.0,0.1685,0.0,0.0,0.0,0.0
LOLTMNT01_49204,Blue,team,INTZ Academy,oe:team:532875bcf5a8fb1cd2f05cd0001bbf6,0,1.0,0.2945,0.0,1.0,0.0,0.0
LOLTMNT01_49204,Red,team,Tropa XV,oe:team:66a8e70c9fbd43ee0a2efae9ae011de,1,0.0,0.6626,1.0,0.0,1.0,1.0
LOLTMNT04_25632,Blue,team,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,0,0.0,0.294,0.0,1.0,0.0,0.0
LOLTMNT04_25632,Red,team,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,1,1.0,0.8819,1.0,0.0,0.0,1.0
LOLTMNT01_49203,Blue,team,SNOOZE Esports,oe:team:d0cd5a00349efaf7a3b8df54e1357e2,0,0.0,0.3549,0.0,0.0,1.0,0.0
LOLTMNT01_49203,Red,team,Dynasty,oe:team:5c1d767e4c02111f0def3b6691b4851,1,1.0,0.6844,1.0,1.0,0.0,1.0
LOLTMNT01_49247,Blue,team,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,0,0.0,0.3667,0.0,0.0,0.0,0.0
LOLTMNT01_49247,Red,team,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,1,1.0,0.6968,1.0,1.0,1.0,1.0
LOLTMNT01_50110,Blue,team,mCon esports,oe:team:ee662fa8580ced6fb87aa4ca5b1fe7b,1,1.0,0.8748,1.0,1.0,1.0,1.0
LOLTMNT01_50110,Red,team,A One Man Army,oe:team:8e2b0d0cd75672565eb80d7e5beaa92,0,0.0,0.2916,0.0,0.0,0.0,0.0
LOLTMNT01_49261,Blue,team,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,1,1.0,0.6203,0.0,1.0,1.0,1.0
LOLTMNT01_49261,Red,team,Flamengo Academy,oe:team:13caf544e9d552f669c15d697f5e6b9,0,0.0,0.4278,1.0,0.0,0.0,0.0
LOLTMNT01_50130,Blue,team,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,0,0.0,0.355,1.0,0.0,0.0,1.0
LOLTMNT01_50130,Red,team,Isurus,oe:team:5737b101780a9835142549164be1ac4,1,1.0,0.7423,0.0,1.0,1.0,0.0
LOLTMNT01_49290,Blue,team,Los Grandes Academy,oe:team:a93b0198b3f1062ca3302600b4f12ba,1,1.0,1.0738,0.0,0.0,1.0,1.0
LOLTMNT01_49290,Red,team,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,0,0.0,0.3905,1.0,1.0,0.0,0.0
LOLTMNT01_49295,Blue,team,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,0,1.0,0.53,0.0,1.0,0.0,0.0
LOLTMNT01_49295,Red,team,Isurus,oe:team:5737b101780a9835142549164be1ac4,1,0.0,0.8481,1.0,0.0,1.0,1.0
LOLTMNT01_49314,Blue,team,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,0.0,0.2498,0.0,0.0,0.0,0.0
LOLTMNT01_49314,Red,team,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,1,1.0,0.7078,1.0,1.0,1.0,1.0
LOLTMNT01_50182,Blue,team,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,1,0.0,1.0293,0.0,1.0,1.0,1.0
LOLTMNT01_50182,Red,team,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,1.0,0.2573,1.0,0.0,0.0,0.0
LOLTMNT01_49374,Blue,team,Ground Zero Gaming,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,1,1.0,0.8588,1.0,1.0,1.0,1.0
LOLTMNT01_49374,Red,team,ION Global Esports,oe:team:788b5f2d3941c1a0d7961eaf043e4f1,0,0.0,0.1561,0.0,0.0,0.0,0.0
LOLTMNT01_49385,Blue,team,ION Global Esports,oe:team:788b5f2d3941c1a0d7961eaf043e4f1,0,1.0,0.3727,0.0,0.0,0.0,0.0
LOLTMNT01_49385,Red,team,Ground Zero Gaming,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,1,0.0,0.9938,1.0,1.0,1.0,1.0
10703-10703_game_1,Blue,team,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,0.0,0.456,,,,
10703-10703_game_1,Red,team,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,1,1.0,0.7492,,,,
10703-10703_game_2,Blue,team,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,0,1.0,0.3636,,,,
10703-10703_game_2,Red,team,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,1,0.0,0.6494,,,,
10703-10703_game_3,Blue,team,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,1,0.0,0.3531,,,,
10703-10703_game_3,Red,team,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,0,1.0,0.2018,,,,
10704-10704_game_1,Blue,team,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,0.0,0.255,,,,
10704-10704_game_1,Red,team,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,1,1.0,1.0198,,,,
10704-10704_game_2,Blue,team,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,1,0.0,0.4789,,,,
10704-10704_game_2,Red,team,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,1.0,0.4523,,,,
LOLTMNT04_24761,Blue,team,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,0,0.0,0.2743,0.0,0.0,0.0,0.0
LOLTMNT04_24761,Red,team,BK ROG Esports,oe:team:c40f6d0d20a7a718c60342e48c144a2,1,1.0,0.5487,1.0,1.0,1.0,1.0
LOLTMNT04_24783,Blue,team,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,0,0.0,0.4011,1.0,0.0,1.0,1.0
LOLTMNT04_24783,Red,team,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,1,1.0,0.745,0.0,1.0,0.0,0.0
LOLTMNT01_49623,Blue,team,Guasones,oe:team:91c35185025768de7d8aa448933f56c,1,0.0,0.6421,1.0,1.0,1.0,1.0
LOLTMNT01_49623,Red,team,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,0,1.0,0.2854,0.0,0.0,0.0,0.0
LOLTMNT01_49634,Blue,team,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,0,1.0,0.3888,1.0,1.0,0.0,0.0
LOLTMNT01_49634,Red,team,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,1,0.0,0.6479,0.0,0.0,1.0,1.0
LOLTMNT04_25787,Blue,team,Vitality.Bee,oe:team:ccd089bf173a5fff1063eb0576201a7,0,1.0,0.2468,1.0,1.0,0.0,0.0
LOLTMNT04_25787,Red,team,Team GO,oe:team:8d538207b9de9d20e1a525aae593515,1,0.0,0.3702,0.0,0.0,1.0,1.0
LOLTMNT04_25785,Blue,team,DMG Esports,oe:team:147e28c0910250269fbc430f9f42010,1,0.0,0.8173,0.0,0.0,1.0,0.0
LOLTMNT04_25785,Red,team,Nativz,oe:team:a73a242584df96b35d6e606d93608f8,0,1.0,0.2404,1.0,1.0,0.0,1.0
LOLTMNT01_50529,Blue,team,UCAM Esports,oe:team:746e6715fc4295c54954be5efc385af,1,0.0,0.6163,0.0,1.0,1.0,1.0
LOLTMNT01_50529,Red,team,Ramboot Club,oe:team:d17ce7a4192b52f8e1daf94c381c75f,0,1.0,0.6471,1.0,0.0,0.0,0.0
LOLTMNT04_25816,Blue,team,MOUZ NXT,oe:team:7c4854374e4daa6b00206eb922359a9,0,0.0,0.1753,1.0,0.0,0.0,0.0
LOLTMNT04_25816,Red,team,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,1.0,1.0519,0.0,1.0,1.0,1.0
LOLTMNT04_25812,Blue,team,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,0,0.0,0.1117,0.0,1.0,0.0,0.0
LOLTMNT04_25812,Red,team,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,1,1.0,0.6704,1.0,0.0,1.0,1.0
LOLTMNT04_25824,Blue,team,Gentle Mates,oe:team:d2c27cb51cedbbac1752f1ec81addc4,1,1.0,0.5402,1.0,0.0,1.0,1.0
LOLTMNT04_25824,Red,team,Aegis,oe:team:e3a29387c70230d76837b86c2aefd14,0,0.0,0.1351,0.0,1.0,0.0,0.0
LOLTMNT04_25843,Blue,team,Ruddy Esports,oe:team:1360b56735647c1a908fc807aa8f09c,0,0.0,0.3124,0.0,0.0,0.0,1.0
LOLTMNT04_25843,Red,team,Lundqvist Lightside,oe:team:91e745607dea86d98f6307553e0491d,1,1.0,0.5679,1.0,1.0,1.0,0.0
LOLTMNT01_50600,Blue,team,Barça eSports,oe:team:2d1b8a518ba70fe8352fb0fdd8aec1a,0,1.0,0.4892,0.0,0.0,1.0,1.0
LOLTMNT01_50600,Red,team,Rebels Gaming,oe:team:60411922d8062ecea0c728af9c876a0,1,0.0,0.6604,1.0,1.0,0.0,0.0
LOLTMNT04_25850,Blue,team,Austrian Force willhaben,oe:team:a1934e3feca7db728021f9c61a6bc27,1,0.0,0.434,0.0,1.0,1.0,1.0
LOLTMNT04_25850,Red,team,Eintracht Spandau,oe:team:980ab072663574c2e4fca71f275d302,0,1.0,0.3472,1.0,0.0,0.0,0.0
LOLTMNT04_25852,Blue,team,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,1,0.0,0.718,1.0,0.0,1.0,1.0
LOLTMNT04_25852,Red,team,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,0,1.0,0.281,0.0,1.0,0.0,0.0
LOLTMNT04_24856,Blue,team,Team BDS Academy,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1,1.0,0.2784,1.0,1.0,1.0,0.0
LOLTMNT04_24856,Red,team,Karmine Corp Blue,oe:team:42bf6c1040db8f2221ff017fa4d34e4,0,0.0,0.3212,0.0,0.0,0.0,1.0
LOLTMNT04_25878,Blue,team,Verdant,oe:team:b33646d7b7b14dd6da17a88f6ddb592,0,0.0,0.2412,1.0,1.0,0.0,0.0
LOLTMNT04_25878,Red,team,Lionscreed,oe:team:4fcce38bb1040d265360c445aa5875a,1,1.0,0.8616,0.0,0.0,1.0,1.0
LOLTMNT04_24874,Blue,team,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,1.0,0.1728,0.0,0.0,0.0,1.0
LOLTMNT04_24874,Red,team,Los Heretics,oe:team:2dfc66b98002c5afad2a98dbf86e350,1,0.0,0.7258,1.0,1.0,1.0,0.0
LOLTMNT04_25883,Blue,team,Zero Tenacity,oe:team:125fc4d6b0dc1b21596f4f06a207d62,1,1.0,0.879,1.0,0.0,1.0,1.0
LOLTMNT04_25883,Red,team,Back2TheGame,oe:team:544b70d08c7df83ccb74d08a677b902,0,0.0,0.1911,0.0,1.0,0.0,0.0
LOLTMNT04_24876,Blue,team,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,1,1.0,0.3756,0.0,1.0,1.0,1.0
LOLTMNT04_24876,Red,team,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,0,0.0,0.1024,1.0,0.0,0.0,0.0
LOLTMNT01_50660,Blue,team,Isurus,oe:team:5737b101780a9835142549164be1ac4,1,1.0,0.6513,1.0,1.0,1.0,1.0
LOLTMNT01_50660,Red,team,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,0.0,0.1533,0.0,0.0,0.0,0.0
LOLTMNT04_25889,Blue,team,Team du Sud,oe:team:1dc6411295a36bd29c29b1096ba859d,1,0.0,0.6141,1.0,1.0,1.0,1.0
LOLTMNT04_25889,Red,team,Solary,oe:team:90938c428db11f6e372f5c6833b9743,0,1.0,0.3992,0.0,0.0,0.0,0.0
LOLTMNT01_50681,Blue,team,Venomcrest Esports,oe:team:db052729079b7bbe03274df413b2d1b,1,0.0,0.5952,0.0,1.0,1.0,0.0
LOLTMNT01_50681,Red,team,NORD Esports,oe:team:6ef01b22224b92f917d70dd9f33568b,0,1.0,0.2679,1.0,0.0,0.0,1.0
LOLTMNT01_49815,Blue,team,Isurus,oe:team:5737b101780a9835142549164be1ac4,1,1.0,0.7362,0.0,1.0,1.0,1.0
LOLTMNT01_49815,Red,team,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,0.0,0.4417,1.0,0.0,0.0,0.0
LOLTMNT04_24892,Blue,team,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,0,0.0,0.4742,0.0,0.0,0.0,0.0
LOLTMNT04_24892,Red,team,SK Gaming Prime,oe:team:aa8c3b781d96ddb7a24ab3240918988,1,1.0,1.0942,1.0,1.0,1.0,1.0
LOLTMNT04_24893,Blue,team,Case Esports,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,1,1.0,0.4236,1.0,1.0,1.0,1.0
LOLTMNT04_24893,Red,team,GIANTX Pride,oe:team:1027c6e0b1984a79fdd7be04072b547,0,0.0,0.2118,0.0,0.0,0.0,0.0
LOLTMNT01_49839,Blue,team,Leviatan,oe:team:53ef3d5a3ac5d88bc000eff7d87aeb3,1,1.0,0.3984,1.0,1.0,1.0,1.0
LOLTMNT01_49839,Red,team,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,0,0.0,0.1594,0.0,0.0,0.0,0.0
LOLTMNT01_49848,Blue,team,Leviatan,oe:team:53ef3d5a3ac5d88bc000eff7d87aeb3,0,0.0,0.2775,1.0,1.0,0.0,0.0
LOLTMNT01_49848,Red,team,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,1,1.0,0.3608,0.0,0.0,1.0,1.0
LOLTMNT01_49858,Blue,team,Leviatan,oe:team:53ef3d5a3ac5d88bc000eff7d87aeb3,1,1.0,0.3067,1.0,0.0,1.0,0.0
LOLTMNT01_49858,Red,team,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,0,0.0,0.3346,0.0,1.0,0.0,1.0
LOLTMNT01_49879,Blue,team,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,1,0.0,0.3941,1.0,0.0,1.0,0.0
LOLTMNT01_49879,Red,team,Movistar R7,oe:team:2cb996a4b0ffaca3bcf66fe91450243,0,1.0,0.3478,0.0,1.0,0.0,1.0
LOLTMNT01_50753,Blue,team,Movistar R7,oe:team:2cb996a4b0ffaca3bcf66fe91450243,1,1.0,0.3689,1.0,1.0,1.0,0.0
LOLTMNT01_50753,Red,team,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,0,0.0,0.1318,0.0,0.0,0.0,1.0
LOLTMNT04_25943,Blue,team,Galakticos,oe:team:28428f3022fc1ea52264b35912093dc,0,1.0,0.3096,1.0,0.0,0.0,0.0
LOLTMNT04_25943,Red,team,Beşiktaş Esports,oe:team:4f19751f9f051533995772897da2d77,1,0.0,0.6537,0.0,1.0,1.0,1.0
LOLTMNT04_24954,Blue,team,Team BDS Academy,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1,0.0,0.7063,0.0,1.0,1.0,1.0
LOLTMNT04_24954,Red,team,Team GO,oe:team:8d538207b9de9d20e1a525aae593515,0,1.0,0.2974,1.0,0.0,0.0,0.0
LOLTMNT04_25983,Blue,team,BoostGate Esports,oe:team:331c852427c61f82050b618c2b442c4,1,0.0,0.904,1.0,1.0,1.0,1.0
LOLTMNT04_25983,Red,team,NASR eSports Turkey,oe:team:1bcba9d314932379a955b3de9e8654d,0,1.0,0.339,0.0,0.0,0.0,0.0
LOLTMNT01_50994,Blue,team,Case Esports,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,1,0.0,0.3873,1.0,1.0,1.0,1.0
LOLTMNT01_50994,Red,team,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,0,1.0,0.1056,0.0,0.0,0.0,0.0
LOLTMNT04_24980,Blue,team,Venomcrest Esports,oe:team:db052729079b7bbe03274df413b2d1b,0,0.0,0.2879,0.0,1.0,0.0,0.0
LOLTMNT04_24980,Red,team,Verdant,oe:team:b33646d7b7b14dd6da17a88f6ddb592,1,1.0,1.0281,1.0,0.0,1.0,1.0
LOLTMNT04_24982,Blue,team,Aegis,oe:team:e3a29387c70230d76837b86c2aefd14,0,0.0,0.4635,0.0,0.0,0.0,0.0
LOLTMNT04_24982,Red,team,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,1,1.0,0.4346,1.0,1.0,1.0,1.0
LOLTMNT04_24975,Blue,team,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,0,0.0,0.2324,1.0,0.0,0.0,0.0
LOLTMNT04_24975,Red,team,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,1,1.0,0.5645,0.0,1.0,1.0,1.0
LOLTMNT01_50988,Blue,team,Geekay Esports,oe:team:1ff3f5c94edd806e1fed4105fc48995,1,0.0,0.7963,0.0,1.0,1.0,1.0
LOLTMNT01_50988,Red,team,One More Esports,oe:team:ca663b1c89065ae6491db8e9cd5c305,0,1.0,0.2077,1.0,0.0,0.0,0.0
LOLTMNT04_27008,Blue,team,Lionscreed,oe:team:4fcce38bb1040d265360c445aa5875a,0,0.0,0.1714,0.0,1.0,0.0,0.0
LOLTMNT04_27008,Red,team,Nativz,oe:team:a73a242584df96b35d6e606d93608f8,1,1.0,0.5829,1.0,0.0,1.0,1.0
LOLTMNT04_27012,Blue,team,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,1,1.0,0.7164,1.0,0.0,1.0,1.0
LOLTMNT04_27012,Red,team,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,0,0.0,0.2866,0.0,1.0,0.0,0.0
LOLTMNT04_26024,Blue,team,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,1.0,0.6156,1.0,0.0,0.0,1.0
LOLTMNT04_26024,Red,team,Barça eSports,oe:team:2d1b8a518ba70fe8352fb0fdd8aec1a,0,0.0,0.5643,0.0,1.0,1.0,0.0
LOLTMNT01_52031,Blue,team,mCon esports,oe:team:ee662fa8580ced6fb87aa4ca5b1fe7b,1,1.0,0.6745,0.0,1.0,0.0,1.0
LOLTMNT01_52031,Red,team,SNOOZE Esports,oe:team:d0cd5a00349efaf7a3b8df54e1357e2,0,0.0,0.3372,1.0,0.0,0.0,0.0
LOLTMNT01_51205,Blue,team,Atleta Esport,oe:team:2857b1b013cbea649c5c610a18efa44,1,1.0,0.4035,0.0,1.0,1.0,1.0
LOLTMNT01_51205,Red,team,EKO Academy,oe:team:cd7cc0de81ba081ae734a9c0aa5bba6,0,0.0,0.1862,1.0,0.0,0.0,0.0
LOLTMNT04_26007,Blue,team,SPIKE Syndicate,oe:team:21903b00a2d96c19ca87cb0e4b28527,1,1.0,0.712,0.0,1.0,1.0,1.0
LOLTMNT04_26007,Red,team,Cyber Wolves,oe:team:fb1fd138f4e0b99eacbe4da8395e94d,0,0.0,0.1294,1.0,0.0,0.0,0.0
LOLTMNT04_26012,Blue,team,Dark Passage,oe:team:a42600a99997fca0d35f2821662b997,1,1.0,0.6682,1.0,0.0,1.0,0.0
LOLTMNT04_26012,Red,team,Papara SuperMassive,oe:team:5203ff881d5c82c5f720eb3a2f3b44c,0,0.0,0.2138,0.0,1.0,0.0,1.0
LOLTMNT04_26015,Blue,team,BK ROG Esports,oe:team:c40f6d0d20a7a718c60342e48c144a2,1,1.0,0.5669,0.0,1.0,1.0,1.0
LOLTMNT04_26015,Red,team,Solary,oe:team:90938c428db11f6e372f5c6833b9743,0,0.0,0.2685,1.0,0.0,0.0,0.0
LOLTMNT01_52059,Blue,team,RA'AD,oe:team:6a4c502c27267c22c54b431be11b43f,0,0.0,0.1935,0.0,0.0,0.0,0.0
LOLTMNT01_52059,Red,team,Anubis Gaming,oe:team:f2094ae60f9b1f3b6a17ad88ad75fc1,1,1.0,0.6968,1.0,1.0,1.0,1.0
LOLTMNT01_52089,Blue,team,DREN Esports,oe:team:ee569c9f5e85fba8fcf57d51b1b78ed,0,0.0,0.2031,1.0,0.0,0.0,0.0
LOLTMNT01_52089,Red,team,Dsyre Esports,oe:team:f05dcb5635b1d32962510e26e412218,1,1.0,0.6906,0.0,1.0,1.0,1.0
LOLTMNT04_26041,Blue,team,Lundqvist Lightside,oe:team:91e745607dea86d98f6307553e0491d,0,1.0,0.2177,1.0,1.0,0.0,1.0
LOLTMNT04_26041,Red,team,NORD Esports,oe:team:6ef01b22224b92f917d70dd9f33568b,1,0.0,0.5288,0.0,0.0,1.0,0.0
LOLTMNT04_27043,Blue,team,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,1.0,0.5094,1.0,1.0,1.0,0.0
LOLTMNT04_27043,Red,team,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,0,0.0,0.0849,0.0,0.0,0.0,1.0
LOLTMNT04_27044,Blue,team,Ankora Gaming,oe:team:df045d28ec9b0b40ea9eb6ab50693ac,0,0.0,0.2018,0.0,1.0,0.0,0.0
LOLTMNT04_27044,Red,team,Diamant Esports,oe:team:830f05a5024d0794bd8d5b598b2432b,1,1.0,0.4372,1.0,0.0,1.0,1.0
LOLTMNT01_51255,Blue,team,Los Heretics,oe:team:2dfc66b98002c5afad2a98dbf86e350,1,1.0,0.7966,0.0,1.0,1.0,1.0
LOLTMNT01_51255,Red,team,Guasones,oe:team:91c35185025768de7d8aa448933f56c,0,0.0,0.1258,1.0,0.0,0.0,0.0
LOLTMNT01_52094,Blue,team,One Way Esports,oe:team:a181ac52921fccf36966206cb6591b0,1,1.0,1.1496,1.0,1.0,1.0,1.0
LOLTMNT01_52094,Red,team,Dynasty,oe:team:5c1d767e4c02111f0def3b6691b4851,0,0.0,0.3095,0.0,0.0,0.0,0.0
LOLTMNT04_26048,Blue,team,FUT Esports,oe:team:8df5e2c8825f60f136b2cbed5633a81,0,0.0,0.2009,0.0,1.0,0.0,0.0
LOLTMNT04_26048,Red,team,Misa Esports,oe:team:196ea640b81c54e20e32b6294ab9769,1,1.0,0.8371,1.0,0.0,1.0,1.0
LOLTMNT01_52096,Blue,team,Fox Gaming,oe:team:04b0bb961538735de30f92ad6e7cc60,0,0.0,0.251,0.0,1.0,1.0,0.0
LOLTMNT01_52096,Red,team,GnG Amazigh,oe:team:c9d247506c051256fff4babbcfcab82,1,1.0,0.4519,1.0,0.0,0.0,1.0
