gameid,side,position,teamname,teamid,result,firstblood,team kpm,firstdragon,firstherald,firstbaron,firsttower
10804-10804_game_1,Red,team,Anyone's Legend.Young,oe:team:4278e8a32eefe381f75ac6d09218de3,1,1.0,0.5872,,,,
LOLTMNT02_55559,Blue,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,1.0,0.4142,0.0,0.0,1.0,1.0
LOLTMNT02_55559,Red,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,0.0,0.0956,1.0,1.0,0.0,0.0
10804-10804_game_2,Blue,team,Anyone's Legend.Young,oe:team:4278e8a32eefe381f75ac6d09218de3,1,0.0,0.8482,,,,
10804-10804_game_2,Red,team,Rare Atom Period,oe:team:67140a291d66109643b99e9dff2cbc3,0,1.0,0.295,,,,
LOLTMNT02_55581,Blue,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,0.0,0.1248,0.0,1.0,0.0,0.0
LOLTMNT02_55581,Red,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,1.0,0.4992,1.0,0.0,1.0,1.0
10771-10771_game_1,Blue,team,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,0,0.0,0.2055,,,,
10771-10771_game_1,Red,team,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,1.0,0.4403,,,,
10805-10805_game_1,Blue,team,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,1.0,0.5893,,,,
10805-10805_game_1,Red,team,Top Esports Challenger,oe:team:eaeaad6cbcd022d2b872d4776aae2e6,1,0.0,0.5546,,,,
10771-10771_game_2,Blue,team,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,0,0.0,0.2211,,,,
10771-10771_game_2,Red,team,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,1,1.0,0.6634,,,,
10805-10805_game_2,Blue,team,Top Esports Challenger,oe:team:eaeaad6cbcd022d2b872d4776aae2e6,1,1.0,0.7161,,,,
10805-10805_game_2,Red,team,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,0.0,0.3879,,,,
LOLTMNT02_55608,Blue,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,0.0,0.5136,0.0,0.0,1.0,1.0
LOLTMNT02_55608,Red,team,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,0,1.0,0.1997,1.0,1.0,0.0,0.0
10771-10771_game_3,Blue,team,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,1,1.0,0.5411,,,,
10771-10771_game_3,Red,team,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,0,0.0,0.1993,,,,
LOLTMNT02_55641,Blue,team,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,1,0.0,0.5467,1.0,1.0,1.0,1.0
LOLTMNT02_55641,Red,team,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,0,1.0,0.3075,0.0,0.0,0.0,0.0
LOLTMNT02_54724,Blue,team,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,1.0,0.6455,0.0,0.0,1.0,1.0
LOLTMNT02_54724,Red,team,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,0,0.0,0.251,1.0,1.0,0.0,0.0
10806-10806_game_1,Blue,team,LNG Academy,oe:team:2506f4369f41031c5ae85640da9f749,1,0.0,0.4883,,,,
10806-10806_game_1,Red,team,ThunderTalk Gaming Young,oe:team:fd27f7adaecaeac4f8736159d57c0ce,0,1.0,0.3052,,,,
LOLTMNT02_55648,Blue,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1.0,0.3903,0.0,1.0,0.0,1.0
LOLTMNT02_55648,Red,team,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,0,0.0,0.4258,1.0,0.0,0.0,0.0
LOLTMNT02_55668,Blue,team,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,0,1.0,0.2052,0.0,1.0,0.0,1.0
LOLTMNT02_55668,Red,team,CTBC Flying Oyster,oe:team:0916b3c324c8577b0c6344f3e067f62,1,0.0,0.5569,1.0,0.0,1.0,0.0
LOLTMNT02_55669,Blue,team,MGN Blue Esports,oe:team:f120b297d22778c31d145387ae3a372,1,0.0,0.5507,0.0,0.0,1.0,1.0
LOLTMNT02_55669,Red,team,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,0,1.0,0.2863,1.0,1.0,0.0,0.0
10806-10806_game_2,Blue,team,ThunderTalk Gaming Young,oe:team:fd27f7adaecaeac4f8736159d57c0ce,0,0.0,0.4116,,,,
10806-10806_game_2,Red,team,LNG Academy,oe:team:2506f4369f41031c5ae85640da9f749,1,1.0,0.7916,,,,
LOLTMNT02_55674,Blue,team,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,1.0,0.7759,1.0,1.0,1.0,1.0
LOLTMNT02_55674,Red,team,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,0,0.0,0.2956,0.0,0.0,0.0,0.0
10772-10772_game_1,Blue,team,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,0,0.0,0.1199,,,,
10772-10772_game_1,Red,team,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,1,1.0,0.3598,,,,
LOLTMNT02_55687,Blue,team,V3 Esports,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,0,0.0,0.5188,0.0,1.0,0.0,1.0
LOLTMNT02_55687,Red,team,DetonatioN FocusMe,oe:team:e435aa3ecb82a89e60544f5f5857a81,1,1.0,0.7935,1.0,0.0,1.0,0.0
LOLTMNT02_55689,Blue,team,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,0,1.0,0.5745,0.0,1.0,0.0,0.0
LOLTMNT02_55689,Red,team,MGN Blue Esports,oe:team:f120b297d22778c31d145387ae3a372,1,0.0,0.5246,1.0,0.0,1.0,1.0
10772-10772_game_2,Blue,team,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,0,1.0,0.3517,,,,
10772-10772_game_2,Red,team,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,1,0.0,0.4599,,,,
10773-10773_game_1,Blue,team,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,0,0.0,0.1431,,,,
10773-10773_game_1,Red,team,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,1,1.0,0.4056,,,,
LOLTMNT02_55697,Blue,team,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,0,1.0,0.1259,1.0,0.0,0.0,0.0
LOLTMNT02_55697,Red,team,PSG Talon,oe:team:4880b157399745e82e26e229d8bbf48,1,0.0,0.4405,0.0,1.0,1.0,1.0
10772-10772_game_3,Blue,team,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,0,0.0,0.4108,,,,
10772-10772_game_3,Red,team,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,1,1.0,0.6162,,,,
10773-10773_game_2,Blue,team,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,0,0.0,0.2383,,,,
10773-10773_game_2,Red,team,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,1.0,0.3682,,,,
LOLTMNT02_55716,Blue,team,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,0,1.0,0.2214,0.0,0.0,0.0,0.0
LOLTMNT02_55716,Red,team,PSG Talon,oe:team:4880b157399745e82e26e229d8bbf48,1,0.0,0.4744,1.0,1.0,1.0,1.0
LOLTMNT02_55720,Blue,team,Vikings Esports,oe:team:cf86fb7851143579fd719251377c444,0,0.0,0.3647,0.0,1.0,0.0,0.0
LOLTMNT02_55720,Red,team,Team Secret,oe:team:ee140e8e9d6abd0bfd2b7bc94639d43,1,1.0,0.3218,1.0,0.0,1.0,1.0
LOLTMNT02_55740,Blue,team,Team Secret,oe:team:ee140e8e9d6abd0bfd2b7bc94639d43,1,0.0,0.3112,1.0,0.0,1.0,1.0
LOLTMNT02_55740,Red,team,Vikings Esports,oe:team:cf86fb7851143579fd719251377c444,0,1.0,0.2801,0.0,1.0,0.0,0.0
10773-10773_game_3,Blue,team,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,0,0.0,0.5531,,,,
10773-10773_game_3,Red,team,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,1,1.0,0.6058,,,,
LOLTMNT02_55814,Blue,team,LOUD,oe:team:658a021a796aa5501503220adb38cf4,1,1.0,0.4513,1.0,1.0,1.0,1.0
LOLTMNT02_55814,Red,team,paiN Gaming,oe:team:61450737f7b683db4da7b3e0bf0dced,0,0.0,0.292,0.0,0.0,0.0,0.0
LOLTMNT05_22257,Blue,team,Diamant Esports,oe:team:830f05a5024d0794bd8d5b598b2432b,1,0.0,0.6958,0.0,0.0,0.0,1.0
LOLTMNT05_22257,Red,team,Ankora Gaming,oe:team:df045d28ec9b0b40ea9eb6ab50693ac,0,1.0,0.4428,1.0,1.0,1.0,0.0
LOLTMNT02_55871,Blue,team,Vivo Keyd Stars,oe:team:b9e44c69c1a70fb35df9be96f9eafea,1,0.0,0.7268,1.0,1.0,1.0,1.0
LOLTMNT02_55871,Red,team,KaBuM! Esports,oe:team:86e551648da70c86cb473ce5d5f26f7,0,1.0,0.218,0.0,0.0,0.0,0.0
LOLTMNT02_54965,Blue,team,Fluxo,oe:team:ca3882dbcefa68eac0892e3218080db,0,0.0,0.231,1.0,0.0,0.0,1.0
LOLTMNT02_54965,Red,team,Los Grandes,oe:team:ca884c91b35e5e37937b19360cf1bbe,1,1.0,0.4852,0.0,1.0,1.0,0.0
LOLTMNT05_22276,Blue,team,Cyber Wolves,oe:team:fb1fd138f4e0b99eacbe4da8395e94d,0,1.0,0.4549,0.0,0.0,0.0,0.0
LOLTMNT05_22276,Red,team,SPIKE Syndicate,oe:team:21903b00a2d96c19ca87cb0e4b28527,1,0.0,1.0338,1.0,1.0,1.0,1.0
LOLTMNT05_23395,Blue,team,Partizan Esports,oe:team:e42ade212c09777da0f54bffe481f6d,0,0.0,0.036,0.0,0.0,0.0,0.0
LOLTMNT05_23395,Red,team,Crvena zvezda Esports,oe:team:f4b807048502e27f01499f06b235a9a,1,1.0,0.4324,1.0,1.0,1.0,1.0
LOLTMNT05_23394,Blue,team,Odivelas Sports Club,oe:team:fca935f82fd01de843aa2799eb575ea,0,0.0,0.2268,0.0,0.0,0.0,1.0
LOLTMNT05_23394,Red,team,White Dragons,oe:team:6468029fb605bd6fdf1cf866e890739,1,1.0,0.7089,1.0,1.0,1.0,0.0
LOLTMNT02_54995,Blue,team,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,1,1.0,0.5851,0.0,0.0,0.0,1.0
LOLTMNT02_54995,Red,team,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,0,0.0,0.2633,1.0,1.0,1.0,0.0
LOLTMNT02_55948,Blue,team,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,1,1.0,0.3622,0.0,1.0,0.0,0.0
LOLTMNT02_55948,Red,team,FURIA,oe:team:87e3e1e75839f75a10bbc66e894d806,0,0.0,0.1317,1.0,0.0,1.0,1.0
LOLTMNT05_22286,Blue,team,BeFive,oe:team:548579194cfbf70ae730c1f1c24a013,1,0.0,0.4869,0.0,1.0,1.0,0.0
LOLTMNT05_22286,Red,team,Lupus Esports,oe:team:1b4462a50541e063fc148be4082fd0b,0,1.0,0.2864,1.0,0.0,0.0,1.0
LOLTMNT05_22285,Blue,team,SAW,oe:team:a8a0eef53287f2902287c62a06cabd1,1,1.0,1.0818,0.0,0.0,1.0,1.0
LOLTMNT05_22285,Red,team,BWE Esports,oe:team:82e3504486eabe3575dc4b5ff507451,0,0.0,0.1545,1.0,1.0,0.0,0.0
LOLTMNT03_39243,Blue,team,Wildcard Gaming,oe:team:9034597e77937456f89960ad1b8615e,1,0.0,0.631,1.0,1.0,0.0,1.0
LOLTMNT03_39243,Red,team,Cincinnati Fear,oe:team:969667ee6e31f83d6da935558895498,0,1.0,0.447,0.0,0.0,1.0,0.0
LOLTMNT05_22290,Blue,team,EGN Esports,oe:team:8d48390319b4f7c25c13dd410b3a0bf,1,1.0,0.9148,1.0,1.0,1.0,1.0
LOLTMNT05_22290,Red,team,GTZ Esports,oe:team:3659b5cb3434354530c31ce71461fc1,0,0.0,0.1663,0.0,0.0,0.0,0.0
LOLTMNT05_22296,Blue,team,Hurricane of Feathers,oe:team:38eebf1d7f1cbc9ee434d8bea9b33cc,1,1.0,0.5393,0.0,1.0,1.0,1.0
LOLTMNT05_22296,Red,team,Keypulse Esports,oe:team:d9f29b4eac8fd2a40f5a117e294316f,0,0.0,0.4315,1.0,0.0,0.0,0.0
LOLTMNT03_40230,Blue,team,Cincinnati Fear,oe:team:969667ee6e31f83d6da935558895498,0,1.0,0.5854,1.0,1.0,0.0,0.0
LOLTMNT03_40230,Red,team,Wildcard Gaming,oe:team:9034597e77937456f89960ad1b8615e,1,0.0,0.8455,0.0,0.0,1.0,1.0
LOLTMNT03_39265,Blue,team,Disguised,oe:team:289284911fb6f41c0ccaecc3a0c2891,0,1.0,0.1744,0.0,0.0,0.0,0.0
LOLTMNT03_39265,Red,team,Supernova,oe:team:8776b7033f1bc10634e50d90f861c1d,1,0.0,0.6628,1.0,0.0,1.0,1.0
LOLTMNT03_40255,Blue,team,Disguised,oe:team:289284911fb6f41c0ccaecc3a0c2891,0,0.0,0.416,1.0,0.0,1.0,1.0
LOLTMNT03_40255,Red,team,Supernova,oe:team:8776b7033f1bc10634e50d90f861c1d,1,1.0,1.088,0.0,1.0,0.0,0.0
LOLTMNT03_40270,Blue,team,Maryville University,oe:team:9336ce46babf314b50e3a103506ae0a,1,0.0,0.612,1.0,0.0,0.0,0.0
LOLTMNT03_40270,Red,team,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,0,1.0,0.306,0.0,1.0,1.0,1.0
LOLTMNT03_39290,Blue,team,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.5208,0.0,1.0,1.0,1.0
LOLTMNT03_39290,Red,team,Maryville University,oe:team:9336ce46babf314b50e3a103506ae0a,0,0.0,0.2865,1.0,0.0,0.0,0.0
LOLTMNT03_39301,Blue,team,Maryville University,oe:team:9336ce46babf314b50e3a103506ae0a,0,0.0,0.4487,1.0,1.0,0.0,0.0
LOLTMNT03_39301,Red,team,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.7178,0.0,0.0,1.0,1.0
10807-10807_game_1,Blue,team,Royal Club,oe:team:5e97f293e9986969e0abb397228dd6f,1,0.0,0.6753,,,,
10807-10807_game_1,Red,team,Ultra Prime Academy,oe:team:3d4a6fe0ca7bda9057ee1172eb5761c,0,1.0,0.1688,,,,
LOLTMNT02_57040,Blue,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,0.0,0.1161,1.0,1.0,0.0,0.0
LOLTMNT02_57040,Red,team,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.8516,0.0,0.0,1.0,1.0
10807-10807_game_2,Blue,team,Ultra Prime Academy,oe:team:3d4a6fe0ca7bda9057ee1172eb5761c,1,1.0,0.9241,,,,
10807-10807_game_2,Red,team,Royal Club,oe:team:5e97f293e9986969e0abb397228dd6f,0,0.0,0.4792,,,,
10774-10774_game_1,Blue,team,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,1,0.0,0.5754,,,,
10774-10774_game_1,Red,team,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,0,1.0,0.4185,,,,
10807-10807_game_3,Blue,team,Royal Club,oe:team:5e97f293e9986969e0abb397228dd6f,1,1.0,0.7692,,,,
10807-10807_game_3,Red,team,Ultra Prime Academy,oe:team:3d4a6fe0ca7bda9057ee1172eb5761c,0,0.0,0.2564,,,,
LOLTMNT05_23416,Blue,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,1.0,0.2871,1.0,1.0,0.0,0.0
LOLTMNT05_23416,Red,team,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,0.0,0.0783,0.0,0.0,0.0,1.0
10774-10774_game_2,Blue,team,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,0,0.0,0.7229,,,,
10774-10774_game_2,Red,team,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,1,1.0,0.6454,,,,
10808-10808_game_1,Blue,team,MAX,oe:team:91c9cf14d344ea993274f77fd9fa508,1,0.0,1.1017,,,,
10808-10808_game_1,Red,team,MiaoJing (妙竞),oe:team:3fbe14cabc2c91b41d58e14930276fd,0,1.0,0.6253,,,,
10808-10808_game_2,Blue,team,MiaoJing (妙竞),oe:team:3fbe14cabc2c91b41d58e14930276fd,0,0.0,0.4872,,,,
10808-10808_game_2,Red,team,MAX,oe:team:91c9cf14d344ea993274f77fd9fa508,1,1.0,1.1485,,,,
LOLTMNT02_56173,Blue,team,J Team,oe:team:b41d715b166da7092724123264e4560,0,0.0,0.444,0.0,0.0,0.0,0.0
LOLTMNT02_56173,Red,team,Deep Cross Gaming,oe:team:7e56e9367c023df96cc8257ff4e16c0,1,1.0,0.6025,1.0,1.0,1.0,1.0
LOLTMNT02_57111,Blue,team,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,1.0,0.6312,1.0,1.0,1.0,0.0
LOLTMNT02_57111,Red,team,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,0,0.0,0.2658,0.0,0.0,0.0,1.0
10775-10775_game_1,Blue,team,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,1.0,0.4181,,,,
10775-10775_game_1,Red,team,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,0,0.0,0.0418,,,,
10809-10809_game_1,Blue,team,Weibo Gaming Youth Team,oe:team:557e2d6abd8a8896014e4351756c305,0,1.0,0.4348,,,,
10809-10809_game_1,Red,team,Joy Dream,oe:team:ae2a2737a8d8d2b8e396dabae0e149b,1,0.0,0.462,,,,
LOLTMNT02_56209,Blue,team,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,1,0.0,0.2934,0.0,0.0,0.0,1.0
LOLTMNT02_56209,Red,team,Team Whales,oe:team:407a64574852482edb8c1560eab637c,0,1.0,0.0733,1.0,1.0,1.0,0.0
LOLTMNT02_57143,Blue,team,J Team,oe:team:b41d715b166da7092724123264e4560,0,0.0,0.3548,0.0,0.0,0.0,0.0
LOLTMNT02_57143,Red,team,Deep Cross Gaming,oe:team:7e56e9367c023df96cc8257ff4e16c0,1,1.0,0.8516,1.0,1.0,1.0,1.0
LOLTMNT02_57149,Blue,team,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,0,1.0,0.1962,0.0,0.0,0.0,0.0
LOLTMNT02_57149,Red,team,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,0.0,0.8633,1.0,1.0,1.0,1.0
10775-10775_game_2,Blue,team,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,1,1.0,0.6323,,,,
10775-10775_game_2,Red,team,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,0.0,0.3513,,,,
10809-10809_game_2,Blue,team,Weibo Gaming Youth Team,oe:team:557e2d6abd8a8896014e4351756c305,1,1.0,0.6734,,,,
10809-10809_game_2,Red,team,Joy Dream,oe:team:ae2a2737a8d8d2b8e396dabae0e149b,0,0.0,0.2481,,,,
LOLTMNT02_56217,Blue,team,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,1.0,0.9131,1.0,1.0,1.0,1.0
LOLTMNT02_56217,Red,team,Sengoku Gaming,oe:team:345e0df57cf03f34fe5e509af96e7bd,0,0.0,0.4185,0.0,0.0,0.0,0.0
LOLTMNT02_57158,Blue,team,Team Whales,oe:team:407a64574852482edb8c1560eab637c,0,0.0,0.3731,1.0,1.0,0.0,0.0
LOLTMNT02_57158,Red,team,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,1,1.0,0.9701,0.0,0.0,1.0,1.0
10775-10775_game_3,Blue,team,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,0.0,0.1802,,,,
10775-10775_game_3,Red,team,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,1,1.0,0.8288,,,,
10776-10776_game_1,Blue,team,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,0,1.0,0.1112,,,,
10776-10776_game_1,Red,team,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,1,0.0,0.3115,,,,
LOLTMNT02_56225,Blue,team,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,0.0,0.1534,1.0,1.0,0.0,0.0
LOLTMNT02_56225,Red,team,HELL PIGS,oe:team:a31fdd71fc715fc1ee4a50fe19e828e,1,1.0,0.6748,0.0,0.0,1.0,1.0
LOLTMNT05_22318,Blue,team,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.4794,1.0,1.0,1.0,1.0
LOLTMNT05_22318,Red,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,0.0,0.2397,0.0,0.0,0.0,0.0
10809-10809_game_3,Blue,team,Weibo Gaming Youth Team,oe:team:557e2d6abd8a8896014e4351756c305,1,1.0,0.448,,,,
10809-10809_game_3,Red,team,Joy Dream,oe:team:ae2a2737a8d8d2b8e396dabae0e149b,0,0.0,0.2987,,,,
LOLTMNT02_57179,Blue,team,CERBERUS Esports,oe:team:05825167aedac3dc1e6f72133f52604,1,1.0,0.6093,1.0,1.0,0.0,1.0
LOLTMNT02_57179,Red,team,Team Flash,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,0,0.0,0.0406,0.0,0.0,0.0,0.0
LOLTMNT02_56243,Blue,team,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,1.0,0.458,0.0,1.0,0.0,1.0
LOLTMNT02_56243,Red,team,HELL PIGS,oe:team:a31fdd71fc715fc1ee4a50fe19e828e,1,0.0,0.6466,1.0,0.0,1.0,0.0
10776-10776_game_2,Blue,team,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,1,1.0,0.2754,,,,
10776-10776_game_2,Red,team,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,0.0,0.3098,,,,
LOLTMNT02_56250,Blue,team,Team Flash,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,0,0.0,0.2599,1.0,1.0,0.0,0.0
LOLTMNT02_56250,Red,team,CERBERUS Esports,oe:team:05825167aedac3dc1e6f72133f52604,1,1.0,0.5197,0.0,0.0,1.0,1.0
10776-10776_game_3,Blue,team,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,1,1.0,0.5103,,,,
10776-10776_game_3,Red,team,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,0.0,0.3645,,,,
LOLTMNT02_56368,Blue,team,KaBuM! Esports,oe:team:86e551648da70c86cb473ce5d5f26f7,0,0.0,0.3765,1.0,0.0,0.0,1.0
LOLTMNT02_56368,Red,team,Fluxo,oe:team:ca3882dbcefa68eac0892e3218080db,1,1.0,0.511,0.0,1.0,1.0,0.0
LOLTMNT05_23464,Blue,team,Eintracht Spandau,oe:team:980ab072663574c2e4fca71f275d302,1,1.0,0.8934,1.0,1.0,1.0,1.0
LOLTMNT05_23464,Red,team,MOUZ NXT,oe:team:7c4854374e4daa6b00206eb922359a9,0,0.0,0.2859,0.0,0.0,0.0,0.0
LOLTMNT02_57382,Blue,team,Los Grandes,oe:team:ca884c91b35e5e37937b19360cf1bbe,0,0.0,0.4862,0.0,0.0,0.0,0.0
LOLTMNT02_57382,Red,team,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,1,1.0,0.9152,1.0,1.0,1.0,1.0
LOLTMNT05_23477,Blue,team,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,1.0,0.7011,1.0,1.0,1.0,0.0
LOLTMNT05_23477,Red,team,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,0,0.0,0.4045,0.0,0.0,0.0,1.0
LOLTMNT02_57410,Blue,team,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,0,0.0,0.3379,0.0,0.0,0.0,0.0
LOLTMNT02_57410,Red,team,Vivo Keyd Stars,oe:team:b9e44c69c1a70fb35df9be96f9eafea,1,1.0,1.0889,1.0,1.0,1.0,1.0
LOLTMNT02_56495,Blue,team,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,1,1.0,0.198,0.0,0.0,1.0,0.0
LOLTMNT02_56495,Red,team,LOUD,oe:team:658a021a796aa5501503220adb38cf4,0,0.0,0.462,1.0,1.0,0.0,1.0
LOLTMNT05_23497,Blue,team,Austrian Force willhaben,oe:team:a1934e3feca7db728021f9c61a6bc27,1,1.0,0.622,1.0,1.0,1.0,1.0
LOLTMNT05_23497,Red,team,SK Gaming Prime,oe:team:aa8c3b781d96ddb7a24ab3240918988,0,0.0,0.0366,0.0,0.0,0.0,0.0
LOLTMNT02_57465,Blue,team,FURIA,oe:team:87e3e1e75839f75a10bbc66e894d806,0,1.0,0.4244,0.0,0.0,1.0,0.0
LOLTMNT02_57465,Red,team,paiN Gaming,oe:team:61450737f7b683db4da7b3e0bf0dced,1,0.0,0.3772,1.0,1.0,0.0,1.0
LOLTMNT05_23513,Blue,team,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,0,0.0,0.3632,0.0,0.0,0.0,1.0
LOLTMNT05_23513,Red,team,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,1,1.0,0.6538,1.0,1.0,1.0,0.0
LOLTMNT05_23516,Blue,team,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,0,0.0,0.4943,0.0,1.0,1.0,1.0
LOLTMNT05_23516,Red,team,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,1,1.0,0.714,1.0,0.0,0.0,0.0
LOLTMNT03_40326,Blue,team,Mirage Alliance,oe:team:1d1d0b0c76290957c7c9aa69a3ae4e7,1,0.0,0.4435,1.0,1.0,1.0,0.0
LOLTMNT03_40326,Red,team,Team Liquid Challengers,oe:team:aeb3be196652186472d8f244ee9ef0a,0,1.0,0.5175,0.0,0.0,0.0,1.0
LOLTMNT03_39348,Blue,team,Team Liquid Challengers,oe:team:aeb3be196652186472d8f244ee9ef0a,1,0.0,0.4569,0.0,1.0,1.0,1.0
LOLTMNT03_39348,Red,team,Mirage Alliance,oe:team:1d1d0b0c76290957c7c9aa69a3ae4e7,0,1.0,0.4569,1.0,0.0,0.0,0.0
LOLTMNT03_39355,Blue,team,Mirage Alliance,oe:team:1d1d0b0c76290957c7c9aa69a3ae4e7,0,0.0,0.2896,1.0,1.0,0.0,0.0
LOLTMNT03_39355,Red,team,Team Liquid Challengers,oe:team:aeb3be196652186472d8f244ee9ef0a,1,1.0,0.8108,0.0,0.0,1.0,1.0
LOLTMNT03_39367,Blue,team,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.7619,1.0,0.0,1.0,1.0
LOLTMNT03_39367,Red,team,Area of Effect Esports,oe:team:f99374803c2802a727e34ba54af754d,0,0.0,0.1143,0.0,1.0,0.0,0.0
